# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 2
# model = cereal_1_ppc_model
# start_datetime = 2022-06-21 17:24:47 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 0
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = fixed_param
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file =  (Default)
# init = 2 (Default)
# random
#   seed = 12062022
# output
#   file = C:\GitHub\DataAnalyticsProject\Project\samples\cereal_1_ppc-20220621192447.csv
#   diagnostic_file =  (Default)
#   refresh = 1000
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.2
# stancflags = 
lp__,accept_stat__,mu,sigma,calories
0,0,112.204,13.6481,121.922
0,0,123.829,16.7488,132.43
0,0,94.5769,2.03278,96.7119
0,0,133.486,2.55938,136.175
0,0,115.249,13.1784,113.959
0,0,120.063,2.74513,117.212
0,0,112.663,5.19382,111.465
0,0,105.409,20.3665,102.301
0,0,132.927,14.2867,135.793
0,0,145.161,8.74819,150.138
0,0,120.978,16.2071,119.258
0,0,120.169,4.91653,118.024
0,0,96.2089,38.415,82.561
0,0,118.093,8.08083,104.867
0,0,104.433,19.103,109.772
0,0,121.593,4.39391,120.22
0,0,119.787,16.8875,109.644
0,0,93.6547,29.2012,146.588
0,0,121.905,25.3433,122.585
0,0,132.396,11.3887,154.908
0,0,118.134,23.7551,108.74
0,0,112.552,12.5832,125.366
0,0,122.773,13.1111,115.716
0,0,117.317,6.99901,114.176
0,0,139.895,12.7824,150.566
0,0,115.947,2.0297,115.827
0,0,110.827,0.972111,110.235
0,0,146.625,3.87604,141.088
0,0,92.4349,0.759299,92.2503
0,0,95.6817,38.2696,25.2655
0,0,127.102,17.9831,162.213
0,0,119.712,24.7744,145.86
0,0,114.967,0.00826944,114.967
0,0,110.911,19.1241,105.88
0,0,113.592,22.0228,113.565
0,0,125.251,20.6135,118.273
0,0,117.824,17.1521,108.702
0,0,120.587,3.77471,127.682
0,0,91.6007,3.4237,91.2662
0,0,124.654,22.0373,121.01
0,0,116.663,15.3672,91.1857
0,0,119.712,10.7481,126.158
0,0,107.174,4.06833,111.235
0,0,104.005,94.9273,139.273
0,0,120.16,14.3792,106.542
0,0,86.0051,0.68262,86.3188
0,0,131.489,32.3634,107.041
0,0,122.298,30.3008,139.979
0,0,120.225,31.1803,142.354
0,0,120.778,10.6266,126.431
0,0,110.438,9.80344,111.597
0,0,96.0518,8.57561,108.352
0,0,126.113,2.56723,128.678
0,0,86.6478,4.05465,87.4289
0,0,91.5119,21.1858,56.3849
0,0,95.7895,6.30973,84.6616
0,0,143.037,11.049,121.801
0,0,113.108,7.78005,106.445
0,0,121.137,9.02738,101.756
0,0,110.939,0.103143,110.849
0,0,127.752,39.277,116.528
0,0,138.941,10.2377,150.75
0,0,110.366,8.93934,103.551
0,0,104.891,0.126417,104.835
0,0,122.701,6.20387,110.121
0,0,136.665,14.6575,144.741
0,0,108.55,31.9432,132.513
0,0,120.604,16.0996,118.914
0,0,132.166,12.6896,134.256
0,0,112.177,1.10477,110.767
0,0,117.577,2.34319,120.228
0,0,97.6874,3.69127,101.133
0,0,107.297,2.86188,103.723
0,0,127.393,9.29967,125.183
0,0,125.476,21.639,72.2353
0,0,118.695,13.4502,130.764
0,0,109.46,4.64254,113.234
0,0,106.074,17.1978,109.174
0,0,103.482,18.598,108.402
0,0,103.9,8.85812,81.8651
0,0,96.2827,29.7371,119.69
0,0,109.66,2.8158,108.222
0,0,134.99,16.9257,133.762
0,0,104.457,0.149556,104.539
0,0,113.777,9.99995,108.207
0,0,126.69,20.0605,117.05
0,0,103.758,18.8326,96.5225
0,0,111.929,104.834,158.968
0,0,148.462,14.1527,156.103
0,0,123.017,74.18,18.7112
0,0,126.499,1.06962,127.477
0,0,127.664,7.38108,107.66
0,0,111.454,20.9222,119.259
0,0,138.612,31.7315,159.642
0,0,116.582,3.78465,123.574
0,0,104.733,15.7307,103.921
0,0,96.428,0.545646,96.7679
0,0,126.259,24.8986,139.987
0,0,86.5203,17.8393,63.469
0,0,122.911,6.21303,120.133
0,0,116.65,14.7099,101.829
0,0,100.441,21.1384,107.956
0,0,130.107,19.8275,139.619
0,0,103.047,3.2804,111.151
0,0,113.388,16.2262,145.043
0,0,126.25,5.10358,122.652
0,0,101.961,7.68294,109.777
0,0,119.355,34.3103,113.353
0,0,109.287,11.4686,119.176
0,0,125.331,12.7847,132.726
0,0,116.78,4.4342,123.359
0,0,89.6998,11.1035,78.2435
0,0,126.692,12.4304,135.042
0,0,121.123,24.8897,87.0619
0,0,133.832,3.47997,130.437
0,0,81.6339,7.11425,87.4181
0,0,116.148,16.184,103.655
0,0,65.9774,5.21897,66.5631
0,0,97.6087,8.50676,93.3587
0,0,124.347,3.63104,125.298
0,0,144.029,9.6235,159.708
0,0,98.2556,36.7051,80.9253
0,0,115.384,1.45825,115.879
0,0,103.284,22.8737,113.814
0,0,109.489,9.10162,97.4387
0,0,120.626,24.3632,111.013
0,0,124.906,1.48888,125.019
0,0,97.5398,38.9546,63.6481
0,0,123.416,10.8185,130.971
0,0,90.1177,4.51142,84.1333
0,0,107.445,10.9948,117.539
0,0,120.65,33.5329,68.5745
0,0,107.287,41.492,157.263
0,0,92.2212,4.72598,85.9101
0,0,124.144,8.5571,125.989
0,0,121.12,0.652632,121.152
0,0,109.087,15.7685,104.651
0,0,122.046,2.95078,117.642
0,0,114.877,12.952,121.567
0,0,121.038,7.71723,125.77
0,0,121.966,0.722752,122.708
0,0,118.063,3.06883,121.066
0,0,98.813,1.16948,97.7072
0,0,101.408,1.86338,98.0543
0,0,122.003,9.98878,108.626
0,0,96.1341,2.78479,103.386
0,0,119.198,2.86466,115.652
0,0,134.402,16.5401,174.377
0,0,113.224,8.95921,107.585
0,0,152.887,8.16698,166.783
0,0,125.215,5.53881,125.293
0,0,107.525,5.59544,106.792
0,0,108.582,3.90089,105.866
0,0,115.234,45.3872,140.161
0,0,119.632,11.4442,133.171
0,0,131.03,15.0889,122.583
0,0,132.727,17.3011,129.806
0,0,98.2277,3.765,93.7224
0,0,118.91,24.6619,133.875
0,0,107.281,12.6542,116.378
0,0,101.578,14.2519,101.684
0,0,103.491,4.47581,100.536
0,0,110.146,0.0666096,110.253
0,0,93.0026,4.83144,90.8638
0,0,116.366,25.8286,158.138
0,0,121.039,21.3285,134.588
0,0,99.8384,5.5273,95.7775
0,0,113.755,36.3048,114.921
0,0,133.348,79.9828,173.184
0,0,130.987,17.4674,125.022
0,0,95.74,18.5713,91.0626
0,0,94.3249,6.31298,99.9224
0,0,123.389,41.9593,83.8451
0,0,111.961,5.00267,111.37
0,0,115.945,6.11499,113.795
0,0,123.566,2.29733,124.449
0,0,100.35,10.3793,98.0042
0,0,105.84,4.387,110.436
0,0,127.469,16.2406,116.625
0,0,122.628,11.5331,107.524
0,0,120.238,7.24177,126.162
0,0,113.238,10.0967,96.5572
0,0,98.05,10.2817,104.092
0,0,109.325,13.1453,116.376
0,0,104.986,5.05029,107.858
0,0,117.354,8.37248,109.89
0,0,103.13,1.494,104.25
0,0,118.478,21.9754,89.1395
0,0,126.542,0.373961,126.362
0,0,108.927,4.64031,105.323
0,0,141.027,11.6765,146.763
0,0,112.677,8.20563,121.512
0,0,104.764,2.44321,105.952
0,0,92.4479,0.141713,92.419
0,0,107.564,4.64438,106.348
0,0,128.58,57.1438,101.949
0,0,91.9118,13.7169,109.726
0,0,116.888,57.6092,166.78
0,0,156.313,4.77344,157.654
0,0,102.611,11.6694,107.955
0,0,129.68,35.1528,174.379
0,0,102.975,10.3087,111.711
0,0,116.754,5.43299,115.576
0,0,119.654,8.0624,132.407
0,0,122.843,11.9156,104.488
0,0,112.169,5.64215,108.484
0,0,89.0703,26.1831,69.1034
0,0,115.614,0.685324,116.103
0,0,112.879,1.34792,114.256
0,0,126.134,27.8448,101.524
0,0,128.47,65.7065,210.218
0,0,110.111,3.62203,109.224
0,0,108.791,27.8949,138.052
0,0,124.172,6.81771,125.433
0,0,119.58,19.6829,102.567
0,0,104.496,1.46724,105.042
0,0,108.182,3.85137,105.694
0,0,121.124,6.10074,125.327
0,0,129.361,34.4851,111.477
0,0,112.692,3.3633,116.884
0,0,132.626,4.86701,123.755
0,0,108.583,24.5325,124.221
0,0,130.625,5.64783,133.494
0,0,103.477,53.0044,5.26616
0,0,124.715,9.05296,127.452
0,0,83.7661,29.7346,114.102
0,0,109.352,1.71863,107.511
0,0,126.044,22.7595,135.934
0,0,110.895,21.8217,139.812
0,0,122.317,10.5337,98.4907
0,0,119.381,3.0115,115.732
0,0,114.368,4.23541,114.804
0,0,91.2775,14.1215,95.4412
0,0,115.812,7.8613,108.175
0,0,96.3623,8.24878,97.7224
0,0,124.171,10.9917,127.819
0,0,129.541,11.9301,120.441
0,0,95.3366,11.3727,94.1531
0,0,100.31,2.99237,99.1515
0,0,111.483,2.44599,110.92
0,0,109.756,13.2953,94.648
0,0,123.054,3.81782,127.525
0,0,74.8124,3.28955,66.6828
0,0,124.494,1.20471,124.48
0,0,127.503,1.56141,128.94
0,0,97.5925,5.10415,96.0243
0,0,107.006,13.4698,107.638
0,0,111.513,6.70463,118.671
0,0,118.119,8.48097,117.908
0,0,113.366,21.8665,123.376
0,0,88.344,25.3613,70.7501
0,0,123.603,9.70885,129.26
0,0,122.871,13.9685,121.511
0,0,125.473,3.55749,124.389
0,0,115.664,32.381,112.661
0,0,117.23,0.720873,116.767
0,0,122.547,1.13513,122.626
0,0,109.419,11.1814,106.147
0,0,97.4546,19.8816,98.5347
0,0,148.7,8.84123,131.327
0,0,95.4419,5.26435,93.3687
0,0,109.216,3.94856,111.629
0,0,123.576,43.7711,89.1495
0,0,88.285,8.31772,96.0628
0,0,98.1016,20.7812,104.62
0,0,103.072,2.5217,103.53
0,0,134.593,6.86408,144.766
0,0,152.987,15.3345,146.846
0,0,138.945,26.1767,153.236
0,0,101.913,7.15755,99.3617
0,0,118.988,36.7407,123.887
0,0,107.05,6.70525,110.84
0,0,117.653,8.93037,133.295
0,0,94.1868,3.15137,89.6388
0,0,121.091,41.3516,126.07
0,0,104.596,2.87511,104.554
0,0,109.207,29.1834,76.4898
0,0,130.534,18.3616,102.228
0,0,84.6289,0.746173,83.5476
0,0,88.0854,7.01975,82.8011
0,0,104.591,46.8737,64.3947
0,0,119.017,25.034,112.598
0,0,128.404,3.11114,129.302
0,0,126.766,27.7156,82.9753
0,0,104.738,1.86005,105.715
0,0,141.052,24.8805,125.027
0,0,127.284,3.26086,126.388
0,0,98.4477,22.4993,98.9723
0,0,121.527,9.06937,123.789
0,0,109.859,0.573937,109.888
0,0,116.964,12.9623,86.0392
0,0,103.301,4.00098,102.761
0,0,107.06,0.528275,106.784
0,0,113.855,8.39431,117.99
0,0,115.246,10.2268,116.042
0,0,102.966,36.0571,166.714
0,0,95.0108,32.3756,74.9867
0,0,137.967,7.5344,148.941
0,0,101.389,4.63482,105.301
0,0,107.298,16.4994,98.7724
0,0,111.621,19.0784,105.876
0,0,131.752,1.12696,133.833
0,0,111.329,3.13749,115.804
0,0,113.835,4.64746,116.903
0,0,107.268,6.40293,105.593
0,0,126.398,17.4027,169.666
0,0,149.108,2.98333,150.679
0,0,121.243,15.003,90.6895
0,0,113.774,0.231344,114.278
0,0,106.431,22.5204,107.1
0,0,100.213,18.1452,80.3935
0,0,130.9,68.1476,80.9577
0,0,123.765,25.6089,146.457
0,0,99.9869,5.31053,103.914
0,0,109.966,17.3347,122.069
0,0,129.692,13.492,141.654
0,0,114.546,25.5438,131.729
0,0,99.1837,0.546365,98.5326
0,0,137.929,15.8993,144.036
0,0,123.876,15.0845,145.551
0,0,116.71,3.33462,115.541
0,0,106.318,3.50775,105.577
0,0,112.212,15.5582,94.8103
0,0,110.583,20.2263,105.809
0,0,110.487,21.335,110.334
0,0,104.713,9.97428,105.208
0,0,104.156,22.2243,131.986
0,0,113.517,0.464594,113.361
0,0,102.9,5.19033,105.256
0,0,106.98,18.4741,88.1235
0,0,101.047,0.265467,100.802
0,0,108.674,35.2689,149.019
0,0,109.742,7.95445,93.609
0,0,62.1693,20.2807,66.2455
0,0,97.4774,28.2525,122.391
0,0,140.461,0.30883,140.245
0,0,133.186,8.68018,137.713
0,0,128.402,3.69422,125.634
0,0,103.741,0.623497,103.505
0,0,114.207,14.5213,128.797
0,0,128.923,12.0958,141.123
0,0,112.754,1.3373,114.646
0,0,97.6064,2.94926,97.6958
0,0,115.888,56.1137,117.696
0,0,136.379,7.22656,136.693
0,0,131.873,12.5769,108.289
0,0,129.195,44.7983,58.2241
0,0,128.078,1.87825,128.55
0,0,76.6718,9.24284,83.6047
0,0,131.503,14.7723,111.602
0,0,135.635,5.3187,135.923
0,0,124.729,19.8056,112.867
0,0,119.341,0.968604,118.955
0,0,104.548,16.8376,86.0613
0,0,130.423,14.5848,144.664
0,0,106.347,7.47159,96.1371
0,0,128.083,3.95787,129.164
0,0,83.6077,14.0386,73.8874
0,0,113.91,4.96377,118.928
0,0,106.618,6.61341,97.6515
0,0,129.499,13.0012,119.726
0,0,135.082,3.53203,140.535
0,0,96.0008,8.24861,109.848
0,0,108.253,9.04148,101.718
0,0,132.55,10.8294,130.628
0,0,98.2068,1.94181,96.9973
0,0,112.751,25.0108,118.952
0,0,123.579,17.573,108.509
0,0,127.595,1.30671,128.379
0,0,122.346,5.69036,123.756
0,0,107.092,29.7196,103.594
0,0,88.1889,1.33633,86.1564
0,0,116.734,6.62398,114.5
0,0,114.564,10.1097,114.888
0,0,112.438,4.77185,102.817
0,0,86.3975,36.6477,30.0492
0,0,123.185,12.262,127.402
0,0,113.717,13.1844,125.675
0,0,106.203,22.5273,58.6547
0,0,110.476,0.553123,110.293
0,0,114.67,1.13584,114.188
0,0,101.023,9.21743,98.7203
0,0,96.8051,34.6148,65.3257
0,0,128.023,3.14142,130.814
0,0,111.706,6.35487,113.641
0,0,85.2659,21.2647,76.3576
0,0,112.654,4.17937,102.417
0,0,112.035,16.9295,86.9015
0,0,148.517,0.998556,148.22
0,0,114.847,2.44845,115.127
0,0,102.014,10.3755,117.022
0,0,111.767,7.65773,118.877
0,0,109.305,5.62929,111.462
0,0,134.47,73.215,223.134
0,0,111.048,39.9394,138.632
0,0,115.574,0.0532914,115.616
0,0,119.341,11.7256,136.124
0,0,125.888,7.86448,114.163
0,0,125.889,38.2269,105.974
0,0,117.667,4.1062,116.892
0,0,111.06,15.2925,98.0244
0,0,128.706,21.0361,122.896
0,0,126.132,10.51,107.21
0,0,118.641,8.72643,115.35
0,0,100.779,13.3431,95.9912
0,0,163.365,39.1334,191.914
0,0,130.692,5.37835,131.314
0,0,109.847,4.97813,101.018
0,0,132.935,31.4268,134.306
0,0,120.738,19.2456,135.631
0,0,115.758,42.1343,67.208
0,0,113.126,10.7278,119.462
0,0,118.786,4.9059,114.226
0,0,115.227,45.3721,120.919
0,0,106.475,4.5378,101.282
0,0,109.236,13.1386,70.282
0,0,130.142,7.26826,127.661
0,0,111.051,10.2562,111.37
0,0,146.322,4.31724,143.063
0,0,118.427,18.4619,163.751
0,0,118.178,17.452,87.097
0,0,95.457,37.9308,77.9924
0,0,121.754,22.0681,97.6048
0,0,126.043,18.4652,140.601
0,0,122.221,6.11623,124.969
0,0,101.751,6.07891,93.4441
0,0,82.6112,19.7859,72.5539
0,0,103.797,33.466,37.4701
0,0,100.642,0.509303,101.236
0,0,98.2822,23.0698,81.625
0,0,74.561,24.2951,99.2741
0,0,110.462,12.4857,137.46
0,0,115.584,1.36197,118.14
0,0,113.394,49.0863,110.632
0,0,90.5833,21.399,111.334
0,0,106.579,21.5545,105.495
0,0,131.053,12.1431,126.279
0,0,141.496,15.0788,147.865
0,0,116.497,7.70381,123.855
0,0,122.768,4.16838,110.505
0,0,117.549,14.998,119.138
0,0,116.052,0.47169,115.826
0,0,127.507,22.8102,130.403
0,0,119.1,1.77337,119.056
0,0,121.037,3.41591,118.193
0,0,114.447,21.2109,88.2261
0,0,135.03,27.2782,125.641
0,0,104.194,26.9003,54.7854
0,0,104.985,0.0321899,104.977
0,0,132.714,9.30999,135.047
0,0,111.531,28.9965,131.405
0,0,117.975,1.01286,117.272
0,0,134.391,20.7246,148.229
0,0,151.759,10.8925,145.094
0,0,104.247,4.91451,100.869
0,0,119.32,12.0863,132.527
0,0,113.033,0.450214,112.547
0,0,117.824,9.93493,122.463
0,0,103.248,23.5144,82.3114
0,0,93.0885,5.93985,101.894
0,0,123.884,14.4936,127.298
0,0,103.18,2.10478,104.907
0,0,109.528,17.0369,97.848
0,0,120.96,14.7554,124.207
0,0,134.317,13.9464,131.387
0,0,110.275,0.84991,109.693
0,0,110.677,4.463,113.253
0,0,103.366,38.0281,67.5184
0,0,85.6466,18.6086,68.1425
0,0,125.311,5.05095,122.387
0,0,107.53,32.8785,60.186
0,0,114.499,6.09866,101.74
0,0,115.954,20.0079,110.789
0,0,97.48,10.6285,79.6596
0,0,99.4094,13.8574,108.452
0,0,127.426,6.52834,127.253
0,0,138.634,12.6427,125.709
0,0,113.592,43.9093,63.9375
0,0,104.088,3.25876,107.772
0,0,135.559,6.8026,125.865
0,0,127.367,48.1269,207.261
0,0,136.025,4.16268,139.783
0,0,110.547,4.9002,99.4755
0,0,123.332,42.8866,124.075
0,0,111.063,2.47177,114.555
0,0,110.169,16.7356,113.654
0,0,121.75,0.140728,121.856
0,0,97.6255,3.88641,100.29
0,0,105.827,5.8078,94.28
0,0,118.794,1.24856,120.34
0,0,84.7354,10.1763,85.4178
0,0,110.105,11.7117,96.3005
0,0,104.333,0.955875,102.728
0,0,113.66,12.3058,123.405
0,0,110.583,17.2102,110.434
0,0,118.698,7.011,116.504
0,0,112.108,27.2388,112.124
0,0,100.859,12.1628,91.8042
0,0,108.871,11.0935,99.186
0,0,133.698,21.7088,169.52
0,0,93.8361,1.91917,96.1024
0,0,112.585,14.768,107.578
0,0,139.205,30.6421,147.182
0,0,105.802,31.556,81.8624
0,0,119.934,14.3931,130.297
0,0,97.4577,18.4461,134.49
0,0,121.458,6.68064,122.303
0,0,113.643,9.38815,105.497
0,0,115.418,6.15102,123.301
0,0,120.77,5.0579,130.731
0,0,108.651,60.2907,96.0877
0,0,114.165,2.71977,117.553
0,0,122.659,16.8112,154.991
0,0,104.598,0.697244,104.533
0,0,126.919,24.3442,153.684
0,0,114.972,1.7574,115.867
0,0,112.944,13.8675,147.329
0,0,128.138,10.7136,116.819
0,0,108.483,27.9848,127.951
0,0,116.41,15.9981,120.617
0,0,125.042,26.0922,152.705
0,0,122.898,12.7297,107.032
0,0,102.915,4.90178,99.0929
0,0,122.865,0.300042,122.703
0,0,115.059,4.58877,116.224
0,0,155.991,5.97111,148.41
0,0,129.959,11.6518,125.811
0,0,89.6631,16.0777,63.3998
0,0,82.7717,11.9156,79.312
0,0,133.853,6.33729,139.34
0,0,124.861,7.53942,128.522
0,0,138.515,13.7447,140.244
0,0,115.609,17.4804,138.106
0,0,119.311,3.00788,123.77
0,0,123.047,19.4435,128.668
0,0,111.277,5.62769,118.389
0,0,112.366,68.3943,112.383
0,0,95.154,0.782475,95.4402
0,0,73.9676,45.0742,26.9874
0,0,92.6155,1.9639,90.4108
0,0,135.386,20.399,130.72
0,0,117.987,40.8607,83.9505
0,0,97.1516,45.2573,91.6853
0,0,98.6406,21.3626,74.667
0,0,99.8698,16.4517,119.165
0,0,100.439,16.4023,89.0368
0,0,103.995,16.8937,95.8152
0,0,108.742,14.369,104.644
0,0,125.838,47.27,192.051
0,0,90.3509,0.174076,90.5476
0,0,139.685,10.1898,134.517
0,0,83.374,3.06083,85.5642
0,0,133.469,13.8592,155.354
0,0,138.212,10.6002,144.003
0,0,137.803,2.09967,137.028
0,0,113.883,54.7962,193.753
0,0,127.54,22.946,134.903
0,0,115.775,11.306,114.882
0,0,115.186,1.49663,115.386
0,0,122.177,23.3193,122.068
