# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 2
# model = cereal_1_ppc_model
# start_datetime = 2022-06-12 19:25:23 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 0
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = fixed_param
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file =  (Default)
# init = 2 (Default)
# random
#   seed = 12062022
# output
#   file = C:\GitHub\DataAnalyticsProject\Project\samples\cereal_1_ppc-20220612212523.csv
#   diagnostic_file =  (Default)
#   refresh = 1000
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.2
# stancflags = 
lp__,accept_stat__,mu,sigma,calories
0,0,92.3704,69.5167,109.711
0,0,89.726,4.65199,97.2872
0,0,154.316,47.5837,225.44
0,0,125.876,46.2958,81.3362
0,0,135.1,23.5526,148.548
0,0,86.5783,72.4831,127.189
0,0,55.4307,291.078,384.926
0,0,116.415,14.3408,102.545
0,0,101.208,171.689,34.0098
0,0,130.407,48.5747,138.77
0,0,117.978,195.434,142.881
0,0,122.139,29.205,121.575
0,0,87.487,104.099,351.347
0,0,78.6989,9.05844,85.0832
0,0,73.2881,37.6765,72.0413
0,0,150.57,112.552,22.0389
0,0,166.171,22.0695,177.661
0,0,71.2657,105.219,-15.7175
0,0,120.345,2.9407,119.145
0,0,70.0461,3.96639,71.9004
0,0,145.499,60.374,147.676
0,0,122.93,27.3303,154.969
0,0,99.3942,65.3676,75.4145
0,0,50.2848,119.204,114.011
0,0,94.9637,32.624,72.2035
0,0,83.2486,224.396,-246.123
0,0,96.6359,73.606,-24.3844
0,0,136.181,141.513,68.309
0,0,80.5379,21.9707,109.643
0,0,109.702,325.859,-83.7355
0,0,115.931,79.8889,49.0152
0,0,122.985,23.3715,129.821
0,0,113.06,409.623,450.368
0,0,128.837,172.039,246.31
0,0,123.964,25.0623,105.04
0,0,101.216,74.1932,195.536
0,0,78.4183,11.4298,102.598
0,0,132.694,3.63895,129.949
0,0,106.496,131.891,8.87811
0,0,81.4916,85.9967,251.04
0,0,119.603,18.7189,109.793
0,0,103.832,60.6299,200.367
0,0,120.729,117.651,40.5832
0,0,98.1001,272.298,-90.0385
0,0,133.994,66.1601,193.098
0,0,127.287,9.44906,135.15
0,0,107.873,106.765,76.9108
0,0,97.1116,19.1528,95.4463
0,0,82.0172,77.4323,142.557
0,0,108.983,93.0525,129.136
0,0,120.31,13.7267,134.864
0,0,119.424,413.033,-251.721
0,0,77.5167,85.8502,32.5424
0,0,105.577,33.3317,139.98
0,0,110.228,70.2225,200.118
0,0,114.991,170.431,-100.964
0,0,91.6261,378.01,-800.399
0,0,117.858,72.2915,148.984
0,0,127.701,17.5004,151.926
0,0,148.934,86.4351,73.3001
0,0,117.222,141.171,58.3563
0,0,116.673,73.9248,41.537
0,0,103.271,91.4421,168.386
0,0,118.772,112.217,176.399
0,0,79.7693,13.6196,94.0732
0,0,131.647,17.1479,149.667
0,0,107.332,88.2955,98.6888
0,0,113.751,18.3924,94.6464
0,0,103.884,34.7986,95.8578
0,0,94.2114,136.456,73.3913
0,0,130.903,95.7208,150.105
0,0,147.214,58.6129,180.564
0,0,114.971,108.588,103.445
0,0,113.892,32.9407,99.5217
0,0,81.9452,257.381,-9.4961
0,0,111.124,54.1416,22.5113
0,0,92.9101,127.99,128.687
0,0,115.79,29.4392,106.59
0,0,113.382,113.146,45.4227
0,0,78.5396,195.648,433.191
0,0,116.207,169.8,120.763
0,0,130.195,76.3045,281.023
0,0,111.178,159.159,48.2385
0,0,103.736,84.3074,189.587
0,0,117.363,87.8446,70.0819
0,0,110.089,46.8934,89.0442
0,0,140.193,85.6422,211.691
0,0,108.263,13.599,107.455
0,0,101.436,6.51314,97.4678
0,0,149.166,25.9695,112.072
0,0,76.9133,5.0873,75.6763
0,0,81.2423,256.407,-390.546
0,0,123.135,120.487,358.382
0,0,113.283,165.988,288.478
0,0,106.957,0.0554052,106.954
0,0,101.549,128.132,67.8366
0,0,105.122,147.553,104.942
0,0,120.668,138.111,73.9152
0,0,110.766,114.919,49.6499
0,0,114.449,25.2906,161.986
0,0,75.8009,22.9388,73.5597
0,0,119.872,147.65,95.4578
0,0,109.217,102.96,-61.4801
0,0,113.282,72.0126,156.471
0,0,96.5658,27.2578,123.77
0,0,92.3399,636.013,328.635
0,0,113.88,96.3405,22.6406
0,0,68.3402,4.57355,70.4415
0,0,128.986,216.835,-34.8148
0,0,116.731,203.016,235.191
0,0,113.967,208.908,262.226
0,0,114.704,71.1983,152.582
0,0,100.917,65.683,108.685
0,0,81.7357,57.4566,164.15
0,0,121.817,17.2004,139.008
0,0,69.1971,27.1662,74.4307
0,0,75.6826,141.945,-159.668
0,0,81.386,42.2752,6.82899
0,0,144.383,74.0284,2.10187
0,0,104.477,52.1263,59.8318
0,0,115.182,60.4834,-14.6688
0,0,101.586,0.691061,100.978
0,0,124.003,263.156,48.7987
0,0,138.921,68.5929,218.042
0,0,100.821,59.8935,55.1631
0,0,93.5208,0.846994,93.1461
0,0,117.268,41.5659,32.9812
0,0,135.887,98.205,189.994
0,0,98.3996,214.019,258.955
0,0,114.472,107.867,103.147
0,0,129.889,85.02,143.887
0,0,103.237,7.40199,93.7866
0,0,110.436,15.6994,128.2
0,0,83.9166,24.7315,107.003
0,0,96.7298,19.1746,72.7803
0,0,123.524,62.3078,108.719
0,0,120.968,144.981,-235.745
0,0,111.926,90.1161,192.79
0,0,99.6135,31.105,124.895
0,0,95.0993,115.225,115.865
0,0,91.6423,124.606,124.606
0,0,92.2003,59.3494,-55.4345
0,0,82.0435,199.238,238.871
0,0,99.8802,18.8658,90.2415
0,0,133.654,113.402,125.421
0,0,92.9429,1.00202,93.4895
0,0,105.369,66.9997,68.052
0,0,122.587,134.405,57.9999
0,0,92.0107,126.178,43.5328
0,0,102.905,702.385,418.063
0,0,151.616,94.8229,202.808
0,0,117.689,497.006,-581.158
0,0,122.332,7.16643,128.887
0,0,123.885,49.4532,-10.1396
0,0,102.272,140.179,154.564
0,0,138.483,212.601,279.382
0,0,109.11,25.3571,155.956
0,0,93.3111,105.395,87.8684
0,0,82.2373,3.65583,84.5145
0,0,122.012,166.821,213.99
0,0,69.0271,119.524,-85.4166
0,0,117.548,41.6273,98.9367
0,0,109.2,98.5564,9.90203
0,0,87.5884,141.628,137.939
0,0,127.143,132.844,190.871
0,0,91.0629,21.9787,145.361
0,0,104.851,108.716,316.94
0,0,121.999,34.194,97.8962
0,0,89.6153,51.4757,141.98
0,0,112.807,229.879,72.5964
0,0,99.3823,76.8399,165.641
0,0,120.774,85.6578,170.321
0,0,109.373,29.7092,153.457
0,0,73.2664,74.3938,-3.49079
0,0,122.59,83.2838,178.533
0,0,115.164,166.761,-113.045
0,0,132.109,23.3158,109.362
0,0,62.5119,47.6654,101.266
0,0,108.531,108.433,24.8249
0,0,41.6366,34.9671,45.5604
0,0,83.8116,56.9953,55.3366
0,0,119.463,24.3279,125.835
0,0,145.705,64.4775,250.759
0,0,84.6742,245.924,-31.4391
0,0,107.512,9.77027,110.832
0,0,91.379,153.254,161.928
0,0,99.6514,60.9808,18.9177
0,0,114.502,163.233,50.093
0,0,120.208,9.9755,120.968
0,0,83.7198,260.996,-143.355
0,0,118.222,72.4838,168.841
0,0,73.8236,30.2265,33.728
0,0,96.927,73.6655,164.558
0,0,114.534,224.671,-234.374
0,0,96.7157,277.996,431.559
0,0,76.6282,31.6641,34.344
0,0,119.192,57.3326,131.549
0,0,115.16,4.37263,115.375
0,0,99.116,105.649,69.3944
0,0,116.394,19.7702,86.8874
0,0,106.836,86.7784,151.661
0,0,115.051,51.7054,146.752
0,0,116.288,4.84244,121.258
0,0,111.084,20.5611,131.206
0,0,85.4174,7.83552,78.0086
0,0,88.8778,12.4847,66.4056
0,0,116.337,66.9248,26.7134
0,0,81.8454,18.6581,130.431
0,0,112.597,19.1932,88.8394
0,0,132.869,110.819,400.701
0,0,104.632,60.0267,66.8488
0,0,157.516,54.7187,250.623
0,0,120.62,37.11,121.139
0,0,97.0331,37.4894,92.1253
0,0,98.4427,26.1359,80.2462
0,0,107.312,304.094,274.323
0,0,113.175,76.6762,203.89
0,0,128.374,101.096,71.7771
0,0,130.636,115.918,111.064
0,0,84.6369,25.2255,54.4519
0,0,112.213,165.235,212.477
0,0,96.7086,84.7828,157.653
0,0,89.1042,95.4877,89.8125
0,0,91.6548,29.9879,71.8523
0,0,100.528,0.446285,101.246
0,0,77.6701,32.3707,63.3403
0,0,108.821,173.052,388.692
0,0,115.051,142.901,205.833
0,0,86.7845,37.0329,59.5768
0,0,105.34,243.242,113.156
0,0,131.464,535.885,398.368
0,0,128.317,117.031,88.3507
0,0,81.32,124.428,49.9816
0,0,79.4332,42.297,116.937
0,0,118.185,281.127,-146.759
0,0,102.948,33.5179,98.991
0,0,108.26,40.9704,93.8535
0,0,118.422,15.3921,124.337
0,0,87.4673,69.5415,71.7471
0,0,94.7872,29.3929,125.577
0,0,123.626,108.812,50.9662
0,0,117.171,77.2718,15.9694
0,0,113.983,48.5198,153.676
0,0,104.651,67.6478,-7.11169
0,0,84.3999,68.8873,124.879
0,0,99.4333,88.0735,146.675
0,0,93.6482,33.837,112.89
0,0,110.138,56.0956,60.1325
0,0,91.1737,10.0098,98.6758
0,0,111.637,147.235,-84.9308
0,0,122.389,2.50554,121.186
0,0,98.9021,31.0901,74.7576
0,0,141.702,78.2324,180.133
0,0,103.903,54.9777,163.095
0,0,93.3516,16.3695,101.315
0,0,76.9305,0.949476,76.7366
0,0,97.0851,31.1173,88.9381
0,0,125.106,382.864,-53.3219
0,0,76.2158,91.9035,195.571
0,0,109.517,385.982,443.792
0,0,162.084,31.982,171.069
0,0,90.4815,78.1847,126.288
0,0,126.574,235.524,426.057
0,0,90.9663,69.0685,149.502
0,0,109.339,36.4011,101.443
0,0,113.206,54.0181,198.65
0,0,117.458,79.8346,-5.521
0,0,103.225,37.8024,78.5365
0,0,72.4271,175.427,-61.3512
0,0,107.818,4.59167,111.097
0,0,104.172,9.0311,113.4
0,0,121.846,186.56,-43.0459
0,0,124.96,440.233,672.674
0,0,100.482,24.2676,94.5387
0,0,98.7215,186.896,294.769
0,0,119.23,45.6787,127.675
0,0,113.107,131.875,-0.882252
0,0,92.9949,9.83054,96.6525
0,0,97.9092,25.8042,81.2403
0,0,115.166,40.875,143.322
0,0,126.148,231.05,6.32541
0,0,103.923,22.5341,132.01
0,0,130.502,32.609,71.0603
0,0,98.4441,164.368,203.22
0,0,127.834,37.8405,147.052
0,0,91.636,355.129,-566.377
0,0,119.953,60.6548,138.29
0,0,65.3548,199.222,268.608
0,0,99.4692,11.5148,87.1341
0,0,121.725,152.488,187.992
0,0,101.527,146.205,295.269
0,0,116.755,70.5759,-42.8777
0,0,112.841,20.177,88.3953
0,0,106.158,28.3773,109.079
0,0,75.37,94.6141,103.267
0,0,108.082,52.6707,56.9172
0,0,82.1497,55.2668,91.2625
0,0,119.227,73.6446,143.671
0,0,126.387,79.9318,65.4209
0,0,80.7821,76.1969,72.8528
0,0,87.4136,20.0489,79.6506
0,0,102.31,16.3881,98.5409
0,0,100.008,89.0783,-1.2167
0,0,117.738,25.5794,147.693
0,0,53.4165,22.04,-1.05165
0,0,119.659,8.07155,119.563
0,0,123.671,10.4614,133.295
0,0,83.79,34.1978,73.2833
0,0,96.3413,90.2473,100.576
0,0,102.351,44.921,150.311
0,0,111.159,56.8225,109.746
0,0,104.822,146.505,171.889
0,0,71.4587,169.92,-46.4207
0,0,118.47,65.0493,156.376
0,0,117.495,93.5891,108.382
0,0,120.964,23.8352,113.705
0,0,107.886,216.952,87.766
0,0,109.973,4.82985,106.871
0,0,117.062,7.60537,117.591
0,0,99.559,74.9152,77.6338
0,0,83.6062,133.207,90.843
0,0,151.933,59.2362,35.5359
0,0,80.9225,35.2711,67.0321
0,0,99.2881,26.4553,115.452
0,0,118.434,293.266,-112.221
0,0,71.38,55.7287,123.491
0,0,84.4689,139.234,128.14
0,0,91.0964,16.8954,94.1624
0,0,133.124,45.9893,201.28
0,0,157.649,102.741,116.507
0,0,138.927,175.384,234.674
0,0,89.5505,47.9556,72.4579
0,0,112.318,246.163,145.14
0,0,96.3999,44.9252,121.792
0,0,110.538,59.8335,215.34
0,0,79.2491,21.1142,48.7773
0,0,115.121,277.056,148.484
0,0,93.1282,19.2632,92.8443
0,0,99.2758,195.529,-119.928
0,0,127.712,123.023,-61.9342
0,0,66.5053,4.99936,59.2601
0,0,71.1138,47.0323,35.7094
0,0,93.1217,314.054,-176.195
0,0,112.356,167.728,69.3508
0,0,124.872,20.8446,130.888
0,0,122.688,185.695,-170.708
0,0,93.317,12.4624,99.8648
0,0,141.735,166.699,34.3707
0,0,123.379,21.8478,117.371
0,0,84.9303,150.745,88.445
0,0,115.703,60.7648,130.86
0,0,100.145,3.84538,100.338
0,0,109.618,86.8472,-97.5759
0,0,91.4017,26.8066,87.7787
0,0,96.4136,3.53944,94.5664
0,0,105.473,56.2419,133.176
0,0,107.328,68.5193,112.66
0,0,90.9547,241.583,518.064
0,0,80.3478,216.917,-53.8136
0,0,137.622,50.4804,211.147
0,0,88.8514,31.0533,115.068
0,0,96.7307,110.546,39.6087
0,0,102.495,127.825,64.0043
0,0,129.336,7.55065,143.279
0,0,102.105,21.0212,132.088
0,0,105.447,31.138,125.999
0,0,96.6911,42.8996,85.4686
0,0,122.197,116.598,412.092
0,0,152.478,19.9883,162.999
0,0,115.325,100.52,-89.3874
0,0,105.365,1.55,108.745
0,0,95.5747,150.887,100.054
0,0,87.2837,121.573,-45.5057
0,0,128.2,456.589,-206.413
0,0,118.686,171.58,270.724
0,0,86.9825,35.5806,113.291
0,0,100.288,116.143,181.38
0,0,126.59,90.3964,206.731
0,0,106.395,171.143,221.521
0,0,85.9116,3.66064,81.549
0,0,137.572,106.525,178.485
0,0,118.835,101.066,264.056
0,0,109.28,22.342,101.447
0,0,95.4245,23.5019,90.4595
0,0,103.282,104.24,-13.307
0,0,101.111,135.516,69.1238
0,0,100.983,142.944,99.9581
0,0,93.2844,66.8277,96.5961
0,0,92.5411,148.903,279.004
0,0,105.023,3.11278,103.975
0,0,90.8673,34.7752,106.65
0,0,96.3064,123.776,-30.0313
0,0,88.3959,1.77863,86.7571
0,0,98.565,236.301,368.877
0,0,99.9895,53.2948,-8.1027
0,0,36.5591,135.881,63.8697
0,0,83.6365,189.291,250.56
0,0,140.948,2.06916,139.498
0,0,131.248,58.1572,161.577
0,0,124.869,24.7513,106.326
0,0,91.988,4.17743,90.4049
0,0,105.942,97.2928,203.7
0,0,125.564,81.0417,207.305
0,0,104.005,8.9599,116.682
0,0,83.8086,19.76,84.4071
0,0,108.184,375.962,120.295
0,0,135.505,48.418,137.611
0,0,129.498,84.2653,-28.5186
0,0,125.926,300.149,-349.576
0,0,124.438,12.5842,127.596
0,0,55.8957,61.927,102.346
0,0,129.004,98.9741,-4.33671
0,0,134.513,35.6353,136.441
0,0,119.972,132.697,40.4994
0,0,112.789,6.48964,110.198
0,0,93.0634,112.812,-30.7943
0,0,127.564,97.7179,222.98
0,0,95.4629,50.0597,27.0552
0,0,124.444,26.5177,131.689
0,0,65.1436,94.0584,0.0176515
0,0,105.547,33.2573,139.168
0,0,95.8238,44.3099,35.7492
0,0,126.332,87.1079,60.8533
0,0,133.777,23.6646,170.311
0,0,81.6677,55.2657,174.446
0,0,98.0035,60.5779,54.222
0,0,130.4,72.557,117.521
0,0,84.6091,13.0101,76.5053
0,0,104.002,167.572,145.546
0,0,118.438,117.739,17.4685
0,0,123.793,8.75498,129.046
0,0,116.795,38.1254,126.241
0,0,96.456,199.121,73.0217
0,0,71.2519,8.95338,57.6337
0,0,109.312,44.3807,94.3425
0,0,106.418,67.7349,108.594
0,0,103.585,31.9714,39.1202
0,0,68.8633,245.539,-308.67
0,0,117.914,82.1553,146.166
0,0,105.289,88.3355,185.407
0,0,95.2712,150.933,-223.305
0,0,100.968,3.70592,99.7372
0,0,106.561,7.6101,103.328
0,0,88.3635,61.7568,72.9378
0,0,82.7401,231.919,-128.172
0,0,124.364,21.0475,143.061
0,0,102.609,42.5776,115.572
0,0,67.3545,142.473,7.66899
0,0,103.871,28.0018,35.2876
0,0,103.046,113.428,-65.3451
0,0,151.69,6.69032,149.699
0,0,106.796,16.4046,108.672
0,0,89.6851,69.5161,190.242
0,0,102.689,51.3068,150.33
0,0,99.4066,37.7163,113.856
0,0,132.959,490.54,727.013
0,0,101.73,267.594,286.544
0,0,107.765,0.357052,108.051
0,0,112.788,78.5619,225.233
0,0,121.518,52.692,42.9597
0,0,121.518,256.12,-11.9131
0,0,110.556,27.5115,105.367
0,0,101.746,102.459,14.4093
0,0,125.275,140.942,86.3482
0,0,121.843,70.4168,-4.93625
0,0,111.855,58.4671,89.8066
0,0,88.0384,89.3991,55.9615
0,0,171.487,262.194,362.765
0,0,127.923,36.035,132.091
0,0,100.13,33.3534,40.972
0,0,130.914,210.56,140.099
0,0,114.651,128.945,214.432
0,0,108.011,282.3,-217.276
0,0,104.501,71.8762,146.95
0,0,112.048,32.8695,81.4931
0,0,107.303,303.993,145.436
0,0,95.6333,30.4032,60.8427
0,0,99.3152,88.0286,-161.679
0,0,127.19,48.6973,110.563
0,0,101.735,68.7164,103.87
0,0,148.763,28.9255,126.926
0,0,111.569,123.695,415.242
0,0,111.237,116.929,-97.004
0,0,80.9426,254.136,-36.0703
0,0,116.005,147.857,-45.7937
0,0,121.725,123.717,219.257
0,0,116.628,40.9788,135.04
0,0,89.3349,40.7287,33.6776
0,0,63.8149,132.566,-3.56884
0,0,92.0629,224.222,-352.329
0,0,87.8565,3.41233,91.8318
0,0,84.7096,154.568,-26.8936
0,0,53.0813,162.777,218.659
0,0,100.949,83.6544,281.84
0,0,107.779,9.12522,124.903
0,0,104.858,328.878,86.3518
0,0,74.4443,143.373,213.476
0,0,95.7721,144.415,88.5064
0,0,128.404,81.3588,96.4188
0,0,142.328,101.028,185.002
0,0,108.996,51.6155,158.295
0,0,117.357,27.9282,35.1939
0,0,110.399,100.486,121.043
0,0,108.402,3.16033,106.891
0,0,123.676,152.828,143.082
0,0,112.466,11.8816,112.174
0,0,115.05,22.8866,95.9892
0,0,106.263,142.113,-69.4198
0,0,133.706,182.764,70.8044
0,0,92.592,180.232,-238.445
0,0,93.6463,0.215672,93.5916
0,0,130.619,62.3769,146.248
0,0,102.375,194.277,235.53
0,0,110.966,6.78617,106.261
0,0,132.854,138.855,225.574
0,0,156.012,72.9797,111.357
0,0,92.6626,32.9272,70.0297
0,0,112.76,80.9782,201.246
0,0,104.377,3.01643,101.12
0,0,110.766,66.564,141.846
0,0,91.3305,157.547,-48.9437
0,0,77.7846,39.797,136.785
0,0,118.845,97.1073,141.721
0,0,91.2407,14.102,102.811
0,0,99.7044,114.147,21.4464
0,0,114.947,98.8614,136.702
0,0,132.756,93.4411,113.124
0,0,100.701,5.6944,96.7967
0,0,101.237,29.9021,118.495
0,0,91.4881,254.788,-148.691
0,0,67.8621,124.678,-49.4153
0,0,120.747,33.8414,101.157
0,0,97.0395,220.286,-220.163
0,0,106.331,40.861,20.85
0,0,108.273,134.053,73.6655
0,0,83.64,71.2112,-35.7568
0,0,86.2125,92.8444,146.801
0,0,123.568,43.7399,122.409
0,0,138.511,84.7061,51.9155
0,0,105.123,294.192,-227.562
0,0,92.4503,21.8337,117.132
0,0,134.412,45.5774,69.458
0,0,123.49,322.45,658.778
0,0,135.034,27.8899,160.213
0,0,101.062,32.8313,26.8851
0,0,118.11,287.34,123.087
0,0,101.75,16.5608,125.147
0,0,100.559,112.129,123.911
0,0,115.999,0.942881,116.716
0,0,83.834,26.0389,101.688
0,0,94.7699,38.9123,17.4022
0,0,112.059,8.36536,122.412
0,0,66.6472,68.1815,71.2192
0,0,100.473,78.4685,7.98374
0,0,92.7767,6.40437,82.0234
0,0,105.213,82.4486,170.505
0,0,101.111,115.309,100.109
0,0,111.93,46.9737,97.2325
0,0,103.144,182.5,103.25
0,0,88.1456,81.4905,27.4769
0,0,98.8283,74.3265,33.9376
0,0,131.931,145.449,371.941
0,0,78.7815,12.8585,93.9656
0,0,103.781,98.9456,70.2278
0,0,139.273,205.302,192.722
0,0,94.7355,211.425,-65.657
0,0,113.578,96.434,183.016
0,0,83.6102,123.589,331.725
0,0,115.61,44.7603,121.273
0,0,105.19,62.9006,50.6136
0,0,107.558,41.2118,160.375
0,0,114.694,33.8879,181.429
0,0,98.5348,403.948,14.3598
0,0,105.887,18.2225,128.585
0,0,117.212,112.635,333.837
0,0,93.1312,4.67153,92.6951
0,0,122.892,163.106,302.218
0,0,106.962,11.7746,112.963
0,0,104.258,92.9122,334.642
0,0,124.518,71.7811,48.6766
0,0,98.3105,187.498,228.746
0,0,108.88,107.188,137.066
0,0,120.389,174.818,305.732
0,0,117.53,85.289,11.2273
0,0,90.8867,32.8419,65.2788
0,0,117.487,2.01028,116.399
0,0,107.079,30.7447,114.883
0,0,161.655,40.0064,110.859
0,0,126.945,78.0669,99.1531
0,0,73.2175,107.721,-102.746
0,0,64.0289,79.8344,40.8488
0,0,132.137,42.4598,168.903
0,0,120.149,50.5141,144.673
0,0,138.354,92.0893,149.934
0,0,107.811,117.119,258.543
0,0,112.748,20.1528,142.622
0,0,117.73,130.271,155.386
0,0,102.036,37.7055,149.687
0,0,103.488,458.242,103.604
0,0,80.5387,5.24258,82.4563
0,0,52.2901,301.997,-262.477
0,0,77.154,13.1582,62.3827
0,0,134.181,136.673,102.924
0,0,110.983,273.767,-117.061
0,0,83.2021,303.224,46.5777
0,0,85.1875,143.13,-75.4357
0,0,86.8265,110.226,216.103
0,0,87.5852,109.896,11.1911
0,0,92.3272,113.188,37.5204
0,0,98.6564,96.2723,71.1956
0,0,121.451,316.709,565.08
0,0,74.1345,1.16631,75.4524
0,0,139.914,68.2718,105.283
0,0,64.832,20.5076,79.5064
0,0,131.625,92.8565,278.259
