# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 2
# model = cereal_2b_ppc_model
# start_datetime = 2022-06-12 09:56:28 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 0
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = fixed_param
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = C:\Users\user\AppData\Local\Temp\tmppskox6w4\uacnp0g1.json
# init = 2 (Default)
# random
#   seed = 12062022
# output
#   file = C:\GitHub\DataAnalyticsProject\samples\cereal_2b_ppc-20220612115627.csv
#   diagnostic_file =  (Default)
#   refresh = 1000
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.2
# stancflags = 
lp__,accept_stat__,alpha,beta,sigma,calorie.1,calorie.2,calorie.3,calorie.4,calorie.5,calorie.6,calorie.7,calorie.8,calorie.9,calorie.10,calorie.11,calorie.12,calorie.13,calorie.14,calorie.15,calorie.16,calorie.17,calorie.18,calorie.19,calorie.20,calorie.21,calorie.22,calorie.23,calorie.24,calorie.25,calorie.26,calorie.27,calorie.28,calorie.29,calorie.30,calorie.31,calorie.32,calorie.33,calorie.34,calorie.35,calorie.36,calorie.37,calorie.38,calorie.39,calorie.40,calorie.41,calorie.42,calorie.43,calorie.44,calorie.45,calorie.46,calorie.47,calorie.48,calorie.49,calorie.50,calorie.51,calorie.52,calorie.53,calorie.54,calorie.55,calorie.56,calorie.57,calorie.58,calorie.59,calorie.60,calorie.61,calorie.62,calorie.63,calorie.64,calorie.65,calorie.66,calorie.67,calorie.68,calorie.69,calorie.70,calorie.71,calorie.72,calorie.73,calorie.74,calorie.75,calorie.76,calorie.77
0,0,119.438,0.0831132,157.312,-45.6367,242.623,62.8133,164.723,38.477,328.517,-67.7167,107.481,8.35178,120.521,204.767,106.143,195.713,31.3885,241.625,-76.2122,43.4648,1.17658,268.737,58.6725,86.9229,-352.588,189.75,470.118,252.996,204.144,203.311,547.664,-101.93,239.881,111.821,263.214,252.149,6.92585,-306.962,82.2027,-65.4635,178.11,367.076,-128.924,223.737,136.09,158.813,410.163,11.8778,246.248,111.461,-75.1721,125.038,217.629,237.732,326.776,206.425,-178.974,289.4,-83.531,202.728,63.8752,49.4602,137.116,14.0392,-38.649,-32.8196,317.319,175.826,278.354,282.765,195.418,-5.38598,149.718,508.646,103.118,289.641,426.953,238.055,198.259,9.22037
0,0,89.6153,1.75825,106.632,106.644,234.139,57.7747,36.1824,164.29,169.486,151.346,-3.54145,140.326,91.6702,121.33,237.983,-99.7259,133.245,-29.1512,164.357,9.39136,153.606,125.876,-47.491,-62.834,217.334,63.1124,-19.834,-152.623,140.661,172.007,93.8431,209.915,4.10495,-261.701,55.3315,99.4969,-35.7296,155.431,35.3681,155.461,138.945,117.683,296.481,163.063,264.6,-27.7996,-91.8831,41.6268,95.0718,85.3656,129.318,10.1689,219.51,143.282,55.3844,35.9763,-45.8675,135.671,-61.7743,54.3403,167.203,112.087,105.655,-26.2252,283.316,5.86287,158.836,145.457,174.214,-76.7664,152.984,-40.5908,47.5219,16.3231,199.864,142.504,-60.76,-62.5188,48.6162,-43.2068
0,0,131.09,0.219021,31.6641,87.0704,148.704,141.154,136.317,142.458,130.678,131.19,117.195,102.52,120.862,144.689,140.058,82.6497,129.695,162.552,146.402,142.838,110.608,149.599,144.935,127.801,162.827,136.835,123.969,161.449,96.3377,126.107,100.66,101.955,126.297,73.7434,145.567,148.834,88.4726,91.0976,126.341,213.468,139.922,121.292,91.959,172.155,167.752,207.819,127.588,105.978,111.499,211.453,118.3,185.446,153.177,114.358,132.149,115.973,141.945,127.699,118.343,141.561,109.938,132.523,63.6311,149.511,141.944,109.23,169.721,166.144,99.3398,114.671,169.865,160.161,127.19,97.177,138.443,94.7852,140.974,88.3714,152.026,116.566
0,0,122.584,2.05204,76.4346,48.4348,107.327,48.5467,136.519,57.5824,83.7539,109.493,232.353,-2.307,87.2261,76.8121,118.041,215.898,235.559,143.147,23.9863,161.797,36.4138,96.2985,58.3803,108.623,251.718,118.288,209.76,-58.1763,155.197,199.026,25.0902,92.322,20.714,215.52,100.469,14.7992,150.666,188.788,164.195,-23.4457,50.2776,107.258,151.044,114.585,128.855,148.081,98.0276,168.987,102.172,155.576,51.9835,58.6996,110.218,81.2544,96.9736,208.858,192.763,212.685,79.0488,169.392,77.7246,31.2789,158.505,161.144,195.209,124.135,76.5255,7.69695,48.0371,177.183,180.186,106.787,76.1973,177.568,85.9735,102.376,181.329,150.291,104.504,71.0235
0,0,91.1737,0.802544,125.708,113.963,-52.4746,-82.6743,182.048,80.7597,25.3144,34.931,38.9158,-11.4573,304.454,186.015,148.428,67.3769,151.318,222.526,1.56457,110.443,148.844,-101.142,85.7796,62.5223,26.0447,131.417,55.7894,202.677,-209.924,30.6241,-104.114,206.445,252.974,105.706,-117.099,199.091,436.615,140.68,126.046,-12.9271,156.419,148.807,214.436,-117.247,251.589,-8.86633,194.94,198.788,107.119,23.8401,65.4903,131.931,188.418,292.106,159.165,166.656,-99.8732,70.213,138.6,12.1779,-122.859,267.546,-1.0793,100.097,88.9506,185.063,77.6826,110.66,224.256,189.278,272.939,-14.8026,209.359,-232.362,253.211,56.01,124.513,66.5337,45.4537,300.901
0,0,127.979,1.84317,45.6787,121.823,127.714,166.265,75.0583,82.943,121.621,132.701,95.3311,127.119,87.3625,135.908,143.856,149.499,162.155,57.1593,95.5091,112.558,134.667,177.298,174.427,98.7598,38.2603,102.373,190.056,151.808,170.662,103.592,147.054,89.1523,33.8564,40.3814,154.991,152.565,139.992,31.4559,190.722,173.95,110.535,135.631,79.5782,162.53,194.098,149.526,117.564,191.086,191.37,153.508,169.807,28.6844,145.731,123.139,77.8254,131.632,114.469,139.035,62.4786,103.689,148.964,138.356,120.3,92.2868,80.2913,103.692,145.356,166.139,99.5753,154.149,183.656,108.595,105.311,80.6601,107.132,136.563,96.9702,159.589,124.793,132.157
0,0,110.565,0.794534,22.7663,86.5374,78.5675,116.829,109.133,131.6,44.1124,100.913,49.1787,120.018,109.903,105.675,125.087,103.951,127.391,80.1924,100.604,99.9527,94.9815,85.6349,108.517,102.324,118.5,132.257,112.852,97.2421,107.887,106.14,138.523,119.376,68.6646,84.1185,93.6625,122.68,94.0734,123.225,122.072,132.304,108.243,126.522,105.721,104.028,112.137,72.8589,109.352,115.015,110.179,97.3445,123.587,114.73,114.049,104.164,95.2129,106.306,86.5067,87.8793,114.708,164.786,131.66,69.2374,84.4555,104.633,105.509,105.863,121.519,128.886,128.159,159.705,97.5723,75.0986,100.677,137.268,90.4996,86.8611,123.622,98.5456,119.948,121.115
0,0,133.124,2.00444,244.734,737.021,-129.668,20.0856,509.189,419.683,252.962,-93.7481,203.736,33.3912,186.112,-177.337,154.518,-7.40243,-5.98081,261.48,166.862,-25.9678,553.088,-214.74,180.619,-227.514,225.48,581.643,156.421,-42.373,69.2044,124.61,34.1189,484.9,-144.885,383.348,-106.99,-246.522,-364.353,122.505,-222.66,-306.693,259.045,-50.9483,-36.1224,-269.064,-75.3261,200.508,-212.923,73.0624,354.931,234.122,207.709,329.464,492.019,-248.333,-28.6696,109.762,268.196,565.078,-216.291,-16.7479,341.723,185.79,74.8442,-127.497,-175.761,149.114,250.321,8.59118,205.723,61.2135,134.97,158.238,178.401,-17.5544,-436.664,-43.2438,64.6641,115.394,19.3508,126.815
0,0,96.562,0.926493,56.2419,116.926,90.3384,138.193,94.1846,44.8814,172.475,189.826,15.639,18.2544,56.1925,177.286,109.042,173.479,40.7224,108.51,139.63,63.465,156.766,63.6714,80.2601,39.3609,76.3828,156.324,85.7154,197.758,80.3336,78.8994,174.706,90.3165,81.8726,132.195,66.2792,129.905,80.9462,138.59,30.2498,236.077,224.327,77.2809,126.434,120.434,35.8462,-17.124,93.0131,98.5541,220.618,66.0655,177.841,100.254,43.3357,40.2539,37.7389,158.981,-27.8051,58.538,132.813,173.387,150.176,44.2441,79.6469,142.511,82.246,150.226,140.779,156.793,49.834,151.957,100.589,180.855,140.514,43.5734,101.072,36.2387,189.433,157.07,125.452,137.328
0,0,85.3873,4.20757,7.54123,50.0447,50.2964,49.4616,57.0282,54.0047,55.0819,63.455,49.8207,56.9205,51.144,59.1327,59.5298,52.9695,63.516,59.2843,61.903,66.6012,61.6614,77.95,78.3284,69.0252,71.6577,69.004,66.3451,70.422,77.6224,71.0534,66.412,69.1599,70.7281,78.5018,72.5664,77.2199,92.5184,90.7986,80.4144,87.3172,69.5343,59.1546,77.906,89.0025,79.5631,78.4375,96.7943,103.831,92.083,87.5169,102.831,89.391,99.3918,103.083,96.0867,92.4667,93.3418,99.4726,97.916,101.261,97.8751,111.009,111.317,98.2366,113.695,105.845,106.589,119.416,100.887,108.912,111.632,112.736,128.242,114.304,125.695,112.502,117.046,126.087,113.322,105.234
0,0,125.926,8.60849,197.239,229.7,84.3202,110.858,-440.823,152.584,214.737,285.609,-129.508,-193.499,345.377,160.761,88.3319,207.407,-79.1157,-35.0254,142,106.519,9.80523,-47.0916,317.308,-122.576,298.589,314.091,292.006,-12.5538,7.77621,-164.683,278.693,180.745,164.173,-300.688,283.377,-20.8452,103.202,170.129,320.561,12.7525,251.784,-140.817,319.059,-27.4709,-16.2299,397.916,201.18,441.976,-110.543,228.755,474.026,55.9966,50.5635,5.79382,380.922,321.509,118.774,-65.2244,117.049,36.3608,131.464,-10.5389,213.555,279.274,350.387,0.945259,337.517,151.232,293.863,273.936,260.951,229.834,78.7944,470.482,163.19,-164.331,162.255,-108.163,216.455,102.561
0,0,100.254,0.971324,67.7349,94.7345,81.1967,108.959,-43.4026,-35.7821,216.394,-10.361,130.952,153.809,117.693,88.8092,144.729,156.447,55.495,192.954,-47.3425,75.4035,106.741,73.7364,94.9563,104.62,68.0817,33.9408,148.312,80.5479,15.5093,-27.5143,36.4808,157.093,74.7699,158.865,84.0258,118.811,119.93,-34.7575,170.978,71.5449,89.5297,114.629,-65.3668,87.3476,160.806,0.590681,252.704,111.732,81.6069,101.273,89.2798,110.121,43.9378,45.4842,200.968,88.5913,63.0816,166.497,78.0892,135.858,130.165,192.337,-85.6491,186.857,87.1856,209.436,152.223,108.237,106.118,160.295,125.862,54.7943,203.617,156.041,78.0543,6.29709,156.656,-2.73811,72.6079,120.143
0,0,103.458,0.82811,17.4841,115.024,82.1684,113.222,77.5048,92.7661,110.745,87.0474,66.6395,102.536,87.774,92.0478,82.2391,87.141,92.8906,155.713,134.306,112.442,118.152,104.721,102.233,94.3785,107.221,69.7221,121.813,127.486,102.019,108.119,123.113,115.309,102.837,132.853,82.1556,100.292,114.13,113.151,107.413,107.447,87.0952,103.787,140.33,106.064,94.1087,108.818,84.3871,97.8505,119.426,53.0789,122.742,96.7228,99.4706,101.012,114.969,106.506,142.647,109.768,93.2868,110.655,128.718,149.933,110.888,119.916,76.3945,84.9272,135.888,100.005,116.102,129.322,89.4456,121.625,91.2287,122.885,117.693,119.35,117.48,94.3558,100.455,86.2547
0,0,63.8149,0.311549,31.4755,37.8392,114.978,-0.904117,31.4161,63.8025,98.3431,26.6602,99.2237,39.1452,-22.9186,23.6879,94.0854,52.611,86.2516,130.326,63.5567,64.706,121.528,59.1568,-4.76065,60.8874,11.489,20.8587,93.3777,45.2508,103.512,61.4686,96.8024,82.093,50.8748,118.913,41.1301,76.7406,66.6519,76.5604,93.7057,80.0076,56.0405,-28.7598,69.2537,29.3668,67.3702,66.3084,65.0814,49.1852,90.5428,96.6514,68.4261,73.0981,58.5212,63.8507,77.3607,51.8477,38.6092,63.7291,100.255,26.1093,107.115,105.78,54.3837,42.6072,16.3346,7.60154,44.4632,65.6141,57.6399,102.846,84.8339,73.6935,58.5938,117.266,87.5765,72.3109,64.1863,44.3775,106.954,103.688
0,0,120.355,11.5954,72.9797,-16.1598,-21.3807,9.26562,-14.345,59.2783,90.3065,122.888,36.0125,49.7283,-28.3446,66.6473,92.2176,91.865,3.05212,162.135,0.133426,-39.0532,47.8308,180.63,118.1,-0.216918,96.9508,24.6945,77.0514,146.96,62.9021,159.79,44.3717,125.845,38.4354,117.789,198.153,181.371,93.72,88.5071,104.803,66.3442,97.7866,136.171,165.821,69.5379,-10.4718,62.2279,-9.34929,209.987,69.6984,190.952,178.483,103.423,111.765,272.57,47.9056,152.994,175.352,7.64306,167.401,72.0022,148.8,84.841,115.664,52.6016,101.551,132.821,229.912,245.186,228.369,187.675,307.036,124.029,122.326,192.524,68.4507,121.729,153.607,226.472,294.081,314.049
0,0,119.068,0.240475,77.54,-53.4395,245.935,225.952,94.6946,187.37,94.3962,98.5605,-57.6718,160.641,-18.9283,119.013,97.3663,100.365,227.368,92.8997,48.0891,134.122,152.915,118.958,177.02,28.3612,90.8587,171.444,70.9117,158.871,-35.7405,138.094,109.975,214.538,-37.8162,65.9881,123.932,93.4789,174.075,27.4896,63.7917,127.999,-11.1585,112.16,185.651,180.593,96.4072,52.8869,118.666,138.505,84.7436,95.2306,104.594,239.819,119.689,46.596,196.858,62.0684,88.1648,81.638,52.2515,216.654,27.2054,248.051,10.7472,134.197,211.816,107.821,61.4177,94.1092,245.578,224.264,140.742,73.0565,242.564,61.8834,146.261,55.0279,176.692,30.2276,210.682,276.679
0,0,115.61,1.54976,9.68117,102.457,110.677,95.5853,104.582,107.967,117.371,109.015,100.579,125.008,102.172,89.8995,104.904,106.709,109.524,119.959,113.17,117.762,127.499,102.492,110.396,108.955,117.877,96.0177,121.481,111.145,110.271,116.75,110.815,119.522,136.8,121.6,120.527,103.545,109.893,126.937,121.487,115.988,126.05,118.277,122.538,103.213,126.974,122.133,110.055,105.622,110.215,113.659,111.119,124.07,118.814,114.409,120.01,124.547,123.082,147.407,124.295,109.311,131.585,117.928,119.136,106.556,130.483,107.747,103.087,116.243,121.729,137.034,122.839,133.902,132.21,129.175,131.198,142.001,134.364,128.694,128.196,139.602
0,0,132.74,1.33294,20.1528,152.054,133.273,149.126,128.847,118.301,134.083,149.333,120.606,168.974,124.711,98.323,123.278,132.919,70.7005,169.429,105.385,96.5962,122.78,104.608,154.901,108.214,123.464,132.367,166.661,112.128,105.216,86.3767,127.323,108.059,151.768,107.983,110.552,110.392,155.076,112.158,111.424,118.273,117.778,147.391,123.366,124.998,152.8,128.218,148.808,177.76,163.037,101.972,135.673,158.423,169.096,151.415,126.269,94.2823,133.26,151.754,162.427,158.742,170,169.641,127.527,150.028,169.934,137.216,132.419,138.64,92.2797,170.075,157.83,115.288,148.009,142.865,134.096,140.793,142.915,146.002,145.928,153.15
0,0,126.696,0.99533,22.5844,113.433,107.141,117.327,131.03,105.387,100.45,103.451,127.959,125.213,126.053,93.4229,161.473,151.178,115.741,148.333,148.047,143.973,125.841,136.813,137.178,100.852,149.908,112.922,144.363,116.527,133.772,114.563,107.757,121.133,84.0161,133.123,80.3216,147.915,149.861,118.646,110.796,127.261,102.293,137.619,122.741,83.2661,120.096,118.527,117.332,161.027,166.448,123.565,174.997,137.815,152.689,123.942,111.55,114.122,106.041,126.708,101.549,145.038,108.941,115.899,148.713,148.165,145.633,130.732,131.7,99.0627,136.896,130.734,117.986,111.179,124.685,169.507,115.934,131.912,120.828,148.058,107.061,134.833
0,0,99.0191,1.59039,92.5638,260.586,200.009,26.5164,57.5573,47.7185,118.804,-40.7634,28.4711,181.501,287.786,35.5482,20.7534,181.568,259.565,308.573,1.0178,43.7995,70.1089,300.359,132.292,-58.6615,91.2158,132.907,91.0613,-7.06163,167.986,49.0664,172.669,208.234,74.6818,-58.972,120.358,211.944,93.6067,-95.5182,239.7,218.312,-81.5104,119.162,29.0286,51.5592,19.0766,-20.821,21.2506,76.5742,-7.3357,177.721,-28.2231,297.331,230.638,86.7633,81.3659,161.295,187.918,159.341,201.207,51.8453,116.349,34.1847,87.9216,127.08,163.557,209.469,-6.26985,62.5779,208.687,39.7862,-203.827,197.384,-80.8575,241.317,228.444,195.868,391.2,348.388,32.8867,74.578
0,0,117.6,0.327831,107.779,68.5607,206.873,-77.8349,40.7726,89.4876,103.023,138.198,82.185,-70.7711,168.888,-94.3808,162.339,60.2847,275.706,78.8266,173.846,211.944,291.963,211.074,-127.78,163.604,128.359,-50.2431,10.1202,92.8903,-24.3048,235.666,227.346,-17.9616,169.883,304.903,115.732,179.817,144.034,161.006,98.7844,81.0848,113.373,55.4186,175.772,172.087,162.678,-59.317,10.3769,185.659,249.583,-76.9162,165.436,126.117,199.419,130.663,121.808,270.076,120.841,240.531,210.111,78.9532,183.24,-115.341,316.04,176.041,111.646,34.1425,175.812,103.949,-63.3796,262.274,224.403,128.037,70.228,293.501,-67.5054,99.8778,306.581,218.298,37.415,15.9647
0,0,112.499,1.26924,8.94821,99.3701,101.274,110.178,107.974,90.102,113.5,113.325,104.292,96.9738,94.7156,112.384,103.802,105.114,101.757,104.773,96.5787,103.443,101.657,120.432,118.238,110.585,112.096,114.049,91.2992,115.075,113.995,113.565,107.023,106.948,105.539,122.322,105.705,109.933,116.527,110.714,106.936,122.583,123.614,104.057,111.65,113.531,109.002,109.973,123.935,111.314,107.503,106.997,109.427,112.656,109.736,130.805,123.887,116.512,112.78,123.469,114.572,109.507,119.349,126.268,119.609,107.975,123.622,115.026,123.975,117.657,114.5,109.075,123.191,135.124,115.552,123.948,109.839,123.193,119.095,144.826,124.988,132.399
0,0,139.991,0.551136,123.186,-3.38524,109.277,156.213,272.657,342.101,98.6116,290.125,85.6657,245.872,149.861,124.15,76.252,115.872,156.746,89.2516,-45.7084,202.586,329.989,166.195,-97.1577,213.963,132.505,85.485,169.372,143.537,194.955,118.494,286.542,70.7503,-22.709,59.8134,89.5176,115.65,266.098,73.629,170.156,112.542,171.856,259.902,173.323,164.993,226.805,-46.0954,329.738,129.497,168.189,282.59,146.595,153.082,373.649,-27.4445,-169.099,167.272,3.40371,327.809,144.884,331.229,93.0341,259.489,127.853,272.396,285.145,54.087,219.444,380.654,47.0741,114.991,226.268,124.142,263.665,191.416,266.553,194.501,167.569,219.635,25.1122,74.0741
