# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 2
# model = cereal_1_ppc_model
# start_datetime = 2022-06-21 17:31:09 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 0
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = fixed_param
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file =  (Default)
# init = 2 (Default)
# random
#   seed = 12062022
# output
#   file = C:\GitHub\DataAnalyticsProject\Project\samples\cereal_1_ppc-20220621193109.csv
#   diagnostic_file =  (Default)
#   refresh = 1000
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.2
# stancflags = 
lp__,accept_stat__,mu,sigma,calories
0,0,108.575,11.2697,127.687
0,0,125.246,4.15174,121.035
0,0,125.967,2.38233,129.318
0,0,122.03,2.42162,115.126
0,0,92.7609,3.74911,94.0569
0,0,75.1459,7.44625,80.0195
0,0,80.8147,23.9684,53.8457
0,0,110.947,36.5836,161.956
0,0,112.208,8.84854,114.532
0,0,101.121,5.65732,100.487
0,0,98.844,2.99089,99.7318
0,0,100.443,6.87777,106.122
0,0,93.9197,9.33034,87.9498
0,0,105.437,43.6511,49.5155
0,0,98.5292,74.3669,65.4337
0,0,94.2017,26.338,114.094
0,0,107.816,1.71595,109.742
0,0,118.85,13.2037,133.734
0,0,88.6062,4.0497,94.4671
0,0,128.032,14.3357,109.122
0,0,127.33,2.7417,125.474
0,0,106.56,35.7518,94.2884
0,0,123.705,10.9058,118.313
0,0,124.928,25.8663,136.773
0,0,123.63,3.99806,124.889
0,0,106.764,1.02513,106.088
0,0,96.4896,0.249747,96.9685
0,0,86.8476,29.644,70.1667
0,0,84.4573,2.16488,87.9484
0,0,124.692,5.98794,126.944
0,0,120.816,0.537095,121.786
0,0,109.22,1.51987,110.016
0,0,104,13.5608,101.241
0,0,93.0786,1.25763,93.3667
0,0,131.943,37.3781,66.8791
0,0,130.565,3.96532,127.084
0,0,121.523,35.1381,95.9014
0,0,108.634,8.97732,102.623
0,0,105.761,1.26497,105.459
0,0,113.923,5.26991,109.972
0,0,165.316,7.67526,165.992
0,0,95.5291,0.351696,95.4204
0,0,125.084,61.5693,110.998
0,0,114.246,0.89555,113.453
0,0,105.605,1.9246,107.004
0,0,104.317,8.59499,100.808
0,0,130.326,2.74266,127.762
0,0,99.9869,11.5651,96.6605
0,0,104.69,20.5301,88.3194
0,0,99.6351,6.85386,101.091
0,0,97.5604,26.6747,123.127
0,0,118.164,6.52888,115.026
0,0,120.111,4.28019,126.022
0,0,89.4628,13.3819,92.2088
0,0,113.937,33.6699,184.148
0,0,111.599,3.0854,110.561
0,0,105.862,41.9152,135.068
0,0,119.64,53.294,169.113
0,0,120.75,18.7107,162.381
0,0,117.788,7.66266,122.565
0,0,116.542,10.7545,109.367
0,0,129.063,1.91626,130.629
0,0,113.438,9.39713,122.519
0,0,133.407,10.9446,118.633
0,0,86.896,22.9733,104.407
0,0,75.4144,1.88863,73.7948
0,0,99.1994,7.571,101.597
0,0,115.159,13.7774,87.2141
0,0,96.0862,16.1758,73.6913
0,0,101.09,24.5661,83.1818
0,0,118.036,8.3648,120.357
0,0,100.012,4.97787,98.4906
0,0,99.0278,10.3756,101.616
0,0,97.0445,0.694327,98.173
0,0,145.487,7.10205,156.102
0,0,124.157,6.90982,117.509
0,0,131.075,3.51532,133.082
0,0,94.6837,10.8184,100.745
0,0,71.323,43.4445,120.501
0,0,117.062,2.14042,114.991
0,0,105.656,25.6253,95.6263
0,0,127.555,7.24995,128.804
0,0,118.233,29.1692,121.95
0,0,121.354,4.35896,121.27
0,0,95.3653,15.5372,134.747
0,0,88.7742,1.35201,89.727
0,0,84.7161,5.62336,84.53
0,0,142.678,16.7989,123.494
0,0,154.379,3.29396,156.093
0,0,83.1993,15.7043,70.2167
0,0,120.009,0.43891,119.83
0,0,82.2845,0.591998,82.5613
0,0,138.874,9.01104,139.199
0,0,121.948,4.07915,126.729
0,0,104.296,9.75636,100.717
0,0,67.4636,17.7917,76.975
0,0,100.973,4.86925,97.5757
0,0,92.1865,33.492,43.0265
0,0,102.227,10.986,84.1642
0,0,131.886,21.1213,121.756
0,0,90.1534,3.27921,94.4975
0,0,112.026,48.6357,83.1549
0,0,116.698,11.9237,106.711
0,0,121.989,3.48829,123.009
0,0,114.545,61.1377,164.889
0,0,126.378,25.6774,143.911
0,0,122.723,3.74064,119.898
0,0,105.662,11.0736,119.74
0,0,88.5637,1.70594,92.1726
0,0,129.27,0.543127,128.861
0,0,109.622,19.6852,95.052
0,0,90.8687,12.8353,116.174
0,0,119.452,2.79387,117.988
0,0,107.624,9.04924,122.032
0,0,120.297,17.5598,108.335
0,0,103.325,40.6415,75.2447
0,0,130.245,9.87464,139.067
0,0,125.215,1.41031,126.389
0,0,110.655,15.935,106.034
0,0,102.584,2.85863,102.335
0,0,91.2629,11.5571,100.299
0,0,111.487,13.8884,114.495
0,0,119.982,2.04876,122.154
0,0,119.318,61.6467,63.9231
0,0,87.8875,12.8135,81.1749
0,0,108.933,4.97488,114.068
0,0,112.421,10.481,125.838
0,0,115.993,25.4374,83.7613
0,0,98.4696,56.4194,-34.6686
0,0,118.144,10.7898,122.789
0,0,125.525,2.612,129.141
0,0,141.45,12.9008,130.162
0,0,117.666,21.0703,108.88
0,0,117.255,11.0335,106.041
0,0,107.204,13.6481,116.922
0,0,118.829,16.7488,127.43
0,0,89.5769,2.03278,91.7119
0,0,128.486,2.55938,131.175
0,0,110.249,13.1784,108.959
0,0,115.063,2.74513,112.212
0,0,107.663,5.19382,106.465
0,0,100.409,20.3665,97.3011
0,0,127.927,14.2867,130.793
0,0,140.161,8.74819,145.138
0,0,115.978,16.2071,114.258
0,0,115.169,4.91653,113.024
0,0,91.2089,38.415,77.561
0,0,113.093,8.08083,99.8673
0,0,99.4326,19.103,104.772
0,0,116.593,4.39391,115.22
0,0,114.787,16.8875,104.644
0,0,88.6547,29.2012,141.588
0,0,116.905,25.3433,117.585
0,0,127.396,11.3887,149.908
0,0,113.134,23.7551,103.74
0,0,107.552,12.5832,120.366
0,0,117.773,13.1111,110.716
0,0,112.317,6.99901,109.176
0,0,134.895,12.7824,145.566
0,0,110.947,2.0297,110.827
0,0,105.827,0.972111,105.235
0,0,141.625,3.87604,136.088
0,0,87.4349,0.759299,87.2503
0,0,90.6817,38.2696,20.2655
0,0,122.102,17.9831,157.213
0,0,114.712,24.7744,140.86
0,0,109.967,0.00826944,109.967
0,0,105.911,19.1241,100.88
0,0,108.592,22.0228,108.565
0,0,120.251,20.6135,113.273
0,0,112.824,17.1521,103.702
0,0,115.587,3.77471,122.682
0,0,86.6007,3.4237,86.2662
0,0,119.654,22.0373,116.01
0,0,111.663,15.3672,86.1857
0,0,114.712,10.7481,121.158
0,0,102.174,4.06833,106.235
0,0,99.0049,94.9273,134.273
0,0,115.16,14.3792,101.542
0,0,81.0051,0.68262,81.3188
0,0,126.489,32.3634,102.041
0,0,117.298,30.3008,134.979
0,0,115.225,31.1803,137.354
0,0,115.778,10.6266,121.431
0,0,105.438,9.80344,106.597
0,0,91.0518,8.57561,103.352
0,0,121.113,2.56723,123.678
0,0,81.6478,4.05465,82.4289
0,0,86.5119,21.1858,51.3849
0,0,90.7895,6.30973,79.6616
0,0,138.037,11.049,116.801
0,0,108.108,7.78005,101.445
0,0,116.137,9.02738,96.7561
0,0,105.939,0.103143,105.849
0,0,122.752,39.277,111.528
0,0,133.941,10.2377,145.75
0,0,105.366,8.93934,98.551
0,0,99.8906,0.126417,99.8347
0,0,117.701,6.20387,105.121
0,0,131.665,14.6575,139.741
0,0,103.55,31.9432,127.513
0,0,115.604,16.0996,113.914
0,0,127.166,12.6896,129.256
0,0,107.177,1.10477,105.767
0,0,112.577,2.34319,115.228
0,0,92.6874,3.69127,96.1332
0,0,102.297,2.86188,98.7228
0,0,122.393,9.29967,120.183
0,0,120.476,21.639,67.2353
0,0,113.695,13.4502,125.764
0,0,104.46,4.64254,108.234
0,0,101.074,17.1978,104.174
0,0,98.4818,18.598,103.402
0,0,98.9002,8.85812,76.8651
0,0,91.2827,29.7371,114.69
0,0,104.66,2.8158,103.222
0,0,129.99,16.9257,128.762
0,0,99.4572,0.149556,99.5388
0,0,108.777,9.99995,103.207
0,0,121.69,20.0605,112.05
0,0,98.758,18.8326,91.5225
0,0,106.929,104.834,153.968
0,0,143.462,14.1527,151.103
0,0,118.017,74.18,13.7112
0,0,121.499,1.06962,122.477
0,0,122.664,7.38108,102.66
0,0,106.454,20.9222,114.259
0,0,133.612,31.7315,154.642
0,0,111.582,3.78465,118.574
0,0,99.7333,15.7307,98.921
0,0,91.428,0.545646,91.7679
0,0,121.259,24.8986,134.987
0,0,81.5203,17.8393,58.469
0,0,117.911,6.21303,115.133
0,0,111.65,14.7099,96.8293
0,0,95.4413,21.1384,102.956
0,0,125.107,19.8275,134.619
0,0,98.0471,3.2804,106.151
0,0,108.388,16.2262,140.043
0,0,121.25,5.10358,117.652
0,0,96.9615,7.68294,104.777
0,0,114.355,34.3103,108.353
0,0,104.287,11.4686,114.176
0,0,120.331,12.7847,127.726
0,0,111.78,4.4342,118.359
0,0,84.6998,11.1035,73.2435
0,0,121.692,12.4304,130.042
0,0,116.123,24.8897,82.0619
0,0,128.832,3.47997,125.437
0,0,76.6339,7.11425,82.4181
0,0,111.148,16.184,98.6548
0,0,60.9774,5.21897,61.5631
0,0,92.6087,8.50676,88.3587
0,0,119.347,3.63104,120.298
0,0,139.029,9.6235,154.708
0,0,93.2556,36.7051,75.9253
0,0,110.384,1.45825,110.879
0,0,98.2843,22.8737,108.814
0,0,104.489,9.10162,92.4387
0,0,115.626,24.3632,106.013
0,0,119.906,1.48888,120.019
0,0,92.5398,38.9546,58.6481
0,0,118.416,10.8185,125.971
0,0,85.1177,4.51142,79.1333
0,0,102.445,10.9948,112.539
0,0,115.65,33.5329,63.5745
0,0,102.287,41.492,152.263
0,0,87.2212,4.72598,80.9101
0,0,119.144,8.5571,120.989
0,0,116.12,0.652632,116.152
0,0,104.087,15.7685,99.6509
0,0,117.046,2.95078,112.642
0,0,109.877,12.952,116.567
0,0,116.038,7.71723,120.77
0,0,116.966,0.722752,117.708
0,0,113.063,3.06883,116.066
0,0,93.813,1.16948,92.7072
0,0,96.4083,1.86338,93.0543
0,0,117.003,9.98878,103.626
0,0,91.1341,2.78479,98.3857
0,0,114.198,2.86466,110.652
0,0,129.402,16.5401,169.377
0,0,108.224,8.95921,102.585
0,0,147.887,8.16698,161.783
0,0,120.215,5.53881,120.293
0,0,102.525,5.59544,101.792
0,0,103.582,3.90089,100.866
0,0,110.234,45.3872,135.161
0,0,114.632,11.4442,128.171
0,0,126.03,15.0889,117.583
0,0,127.727,17.3011,124.806
0,0,93.2277,3.765,88.7224
0,0,113.91,24.6619,128.875
0,0,102.281,12.6542,111.378
0,0,96.5781,14.2519,96.6838
0,0,98.4911,4.47581,95.5355
0,0,105.146,0.0666096,105.253
0,0,88.0026,4.83144,85.8638
0,0,111.366,25.8286,153.138
0,0,116.039,21.3285,129.588
0,0,94.8384,5.5273,90.7775
0,0,108.755,36.3048,109.921
0,0,128.348,79.9828,168.184
0,0,125.987,17.4674,120.022
0,0,90.74,18.5713,86.0626
0,0,89.3249,6.31298,94.9224
0,0,118.389,41.9593,78.8451
0,0,106.961,5.00267,106.37
0,0,110.945,6.11499,108.795
0,0,118.566,2.29733,119.449
0,0,95.3505,10.3793,93.0042
0,0,100.84,4.387,105.436
0,0,122.469,16.2406,111.625
0,0,117.628,11.5331,102.524
0,0,115.238,7.24177,121.162
0,0,108.238,10.0967,91.5572
0,0,93.05,10.2817,99.0916
0,0,104.325,13.1453,111.376
0,0,99.9862,5.05029,102.858
0,0,112.354,8.37248,104.89
0,0,98.1303,1.494,99.25
0,0,113.478,21.9754,84.1395
0,0,121.542,0.373961,121.362
0,0,103.927,4.64031,100.323
0,0,136.027,11.6765,141.763
0,0,107.677,8.20563,116.512
0,0,99.7637,2.44321,100.952
0,0,87.4479,0.141713,87.419
0,0,102.564,4.64438,101.348
0,0,123.58,57.1438,96.9487
0,0,86.9118,13.7169,104.726
0,0,111.888,57.6092,161.78
0,0,151.313,4.77344,152.654
0,0,97.6112,11.6694,102.955
0,0,124.68,35.1528,169.379
0,0,97.9747,10.3087,106.711
0,0,111.754,5.43299,110.576
0,0,114.654,8.0624,127.407
0,0,117.843,11.9156,99.4883
0,0,107.169,5.64215,103.484
0,0,84.0703,26.1831,64.1034
0,0,110.614,0.685324,111.103
0,0,107.879,1.34792,109.256
0,0,121.134,27.8448,96.5235
0,0,123.47,65.7065,205.218
0,0,105.111,3.62203,104.224
0,0,103.791,27.8949,133.052
0,0,119.172,6.81771,120.433
0,0,114.58,19.6829,97.567
0,0,99.4962,1.46724,100.042
0,0,103.182,3.85137,100.694
0,0,116.124,6.10074,120.327
0,0,124.361,34.4851,106.477
0,0,107.692,3.3633,111.884
0,0,127.626,4.86701,118.755
0,0,103.583,24.5325,119.221
0,0,125.625,5.64783,128.494
0,0,98.477,53.0044,0.266155
0,0,119.715,9.05296,122.452
0,0,78.7661,29.7346,109.102
0,0,104.352,1.71863,102.511
0,0,121.044,22.7595,130.934
0,0,105.895,21.8217,134.812
0,0,117.317,10.5337,93.4907
0,0,114.381,3.0115,110.732
0,0,109.368,4.23541,109.804
0,0,86.2775,14.1215,90.4412
0,0,110.812,7.8613,103.175
0,0,91.3623,8.24878,92.7224
0,0,119.171,10.9917,122.819
0,0,124.541,11.9301,115.441
0,0,90.3366,11.3727,89.1531
0,0,95.3102,2.99237,94.1515
0,0,106.483,2.44599,105.92
0,0,104.756,13.2953,89.648
0,0,118.054,3.81782,122.525
0,0,69.8124,3.28955,61.6828
0,0,119.494,1.20471,119.48
0,0,122.503,1.56141,123.94
0,0,92.5925,5.10415,91.0243
0,0,102.006,13.4698,102.638
0,0,106.513,6.70463,113.671
0,0,113.119,8.48097,112.908
0,0,108.366,21.8665,118.376
0,0,83.344,25.3613,65.7501
0,0,118.603,9.70885,124.26
0,0,117.871,13.9685,116.511
0,0,120.473,3.55749,119.389
0,0,110.664,32.381,107.661
0,0,112.23,0.720873,111.767
0,0,117.547,1.13513,117.626
0,0,104.419,11.1814,101.147
0,0,92.4546,19.8816,93.5347
0,0,143.7,8.84123,126.327
0,0,90.4419,5.26435,88.3687
0,0,104.216,3.94856,106.629
0,0,118.576,43.7711,84.1495
0,0,83.285,8.31772,91.0628
0,0,93.1016,20.7812,99.6198
0,0,98.0723,2.5217,98.5299
0,0,129.593,6.86408,139.766
0,0,147.987,15.3345,141.846
0,0,133.945,26.1767,148.236
0,0,96.9129,7.15755,94.3617
0,0,113.988,36.7407,118.887
0,0,102.05,6.70525,105.84
0,0,112.653,8.93037,128.295
0,0,89.1868,3.15137,84.6388
0,0,116.091,41.3516,121.07
0,0,99.5961,2.87511,99.5538
0,0,104.207,29.1834,71.4898
0,0,125.534,18.3616,97.2284
0,0,79.6289,0.746173,78.5476
0,0,83.0854,7.01975,77.8011
0,0,99.5913,46.8737,59.3947
0,0,114.017,25.034,107.598
0,0,123.404,3.11114,124.302
0,0,121.766,27.7156,77.9753
0,0,99.7377,1.86005,100.715
0,0,136.052,24.8805,120.027
0,0,122.284,3.26086,121.388
0,0,93.4477,22.4993,93.9723
0,0,116.527,9.06937,118.789
0,0,104.859,0.573937,104.888
0,0,111.964,12.9623,81.0392
0,0,98.3013,4.00098,97.7605
0,0,102.06,0.528275,101.784
0,0,108.855,8.39431,112.99
0,0,110.246,10.2268,111.042
0,0,97.966,36.0571,161.714
0,0,90.0108,32.3756,69.9867
0,0,132.967,7.5344,143.941
0,0,96.3886,4.63482,100.301
0,0,102.298,16.4994,93.7724
0,0,106.621,19.0784,100.876
0,0,126.752,1.12696,128.833
0,0,106.329,3.13749,110.804
0,0,108.835,4.64746,111.903
0,0,102.268,6.40293,100.593
0,0,121.398,17.4027,164.666
0,0,144.108,2.98333,145.679
0,0,116.243,15.003,85.6895
0,0,108.774,0.231344,109.278
0,0,101.431,22.5204,102.1
0,0,95.2128,18.1452,75.3935
0,0,125.9,68.1476,75.9577
0,0,118.765,25.6089,141.457
0,0,94.9869,5.31053,98.9135
0,0,104.966,17.3347,117.069
0,0,124.692,13.492,136.654
0,0,109.546,25.5438,126.729
0,0,94.1837,0.546365,93.5326
0,0,132.929,15.8993,139.036
0,0,118.876,15.0845,140.551
0,0,111.71,3.33462,110.541
0,0,101.318,3.50775,100.577
0,0,107.212,15.5582,89.8103
0,0,105.583,20.2263,100.809
0,0,105.487,21.335,105.334
0,0,99.7133,9.97428,100.208
0,0,99.1558,22.2243,126.986
0,0,108.517,0.464594,108.361
0,0,97.9004,5.19033,100.256
0,0,101.98,18.4741,83.1235
0,0,96.0469,0.265467,95.8023
0,0,103.674,35.2689,144.019
0,0,104.742,7.95445,88.609
0,0,57.1693,20.2807,61.2455
0,0,92.4774,28.2525,117.391
0,0,135.461,0.30883,135.245
0,0,128.186,8.68018,132.713
0,0,123.402,3.69422,120.634
0,0,98.741,0.623497,98.5047
0,0,109.207,14.5213,123.797
0,0,123.923,12.0958,136.123
0,0,107.754,1.3373,109.646
0,0,92.6064,2.94926,92.6958
0,0,110.888,56.1137,112.696
0,0,131.379,7.22656,131.693
0,0,126.873,12.5769,103.289
0,0,124.195,44.7983,53.2241
0,0,123.078,1.87825,123.55
0,0,71.6718,9.24284,78.6047
0,0,126.503,14.7723,106.602
0,0,130.635,5.3187,130.923
0,0,119.729,19.8056,107.867
0,0,114.341,0.968604,113.955
0,0,99.5476,16.8376,81.0613
0,0,125.423,14.5848,139.664
0,0,101.347,7.47159,91.1371
0,0,123.083,3.95787,124.164
0,0,78.6077,14.0386,68.8874
0,0,108.91,4.96377,113.928
0,0,101.618,6.61341,92.6515
0,0,124.499,13.0012,114.726
0,0,130.082,3.53203,135.535
0,0,91.0008,8.24861,104.848
0,0,103.253,9.04148,96.7181
0,0,127.55,10.8294,125.628
0,0,93.2068,1.94181,91.9973
0,0,107.751,25.0108,113.952
0,0,118.579,17.573,103.509
0,0,122.595,1.30671,123.379
0,0,117.346,5.69036,118.756
0,0,102.092,29.7196,98.5944
0,0,83.1889,1.33633,81.1564
0,0,111.734,6.62398,109.5
0,0,109.564,10.1097,109.888
0,0,107.438,4.77185,97.8169
0,0,81.3975,36.6477,25.0492
0,0,118.185,12.262,122.402
0,0,108.717,13.1844,120.675
0,0,101.203,22.5273,53.6547
0,0,105.476,0.553123,105.293
0,0,109.67,1.13584,109.188
0,0,96.0226,9.21743,93.7203
0,0,91.8051,34.6148,60.3257
0,0,123.023,3.14142,125.814
0,0,106.706,6.35487,108.641
0,0,80.2659,21.2647,71.3576
0,0,107.654,4.17937,97.4172
0,0,107.035,16.9295,81.9015
0,0,143.517,0.998556,143.22
0,0,109.847,2.44845,110.127
0,0,97.0138,10.3755,112.022
0,0,106.767,7.65773,113.877
0,0,104.305,5.62929,106.462
0,0,129.47,73.215,218.134
0,0,106.048,39.9394,133.632
0,0,110.574,0.0532914,110.616
0,0,114.341,11.7256,131.124
0,0,120.888,7.86448,109.163
0,0,120.889,38.2269,100.974
0,0,112.667,4.1062,111.892
0,0,106.06,15.2925,93.0244
0,0,123.706,21.0361,117.896
0,0,121.132,10.51,102.21
0,0,113.641,8.72643,110.35
0,0,95.7788,13.3431,90.9912
0,0,158.365,39.1334,186.914
0,0,125.692,5.37835,126.314
0,0,104.847,4.97813,96.0179
0,0,127.935,31.4268,129.306
0,0,115.738,19.2456,130.631
0,0,110.758,42.1343,62.208
0,0,108.126,10.7278,114.462
0,0,113.786,4.9059,109.226
0,0,110.227,45.3721,115.919
0,0,101.475,4.5378,96.2824
0,0,104.236,13.1386,65.282
0,0,125.142,7.26826,122.661
0,0,106.051,10.2562,106.37
0,0,141.322,4.31724,138.063
0,0,113.427,18.4619,158.751
0,0,113.178,17.452,82.097
0,0,90.457,37.9308,72.9924
0,0,116.754,22.0681,92.6048
0,0,121.043,18.4652,135.601
0,0,117.221,6.11623,119.969
0,0,96.7512,6.07891,88.4441
0,0,77.6112,19.7859,67.5539
0,0,98.7972,33.466,32.4701
0,0,95.6424,0.509303,96.2357
0,0,93.2822,23.0698,76.625
0,0,69.561,24.2951,94.2741
0,0,105.462,12.4857,132.46
0,0,110.584,1.36197,113.14
0,0,108.394,49.0863,105.632
0,0,85.5833,21.399,106.334
0,0,101.579,21.5545,100.495
0,0,126.053,12.1431,121.279
0,0,136.496,15.0788,142.865
0,0,111.497,7.70381,118.855
0,0,117.768,4.16838,105.505
0,0,112.549,14.998,114.138
0,0,111.052,0.47169,110.826
0,0,122.507,22.8102,125.403
0,0,114.1,1.77337,114.056
0,0,116.037,3.41591,113.193
0,0,109.447,21.2109,83.2261
0,0,130.03,27.2782,120.641
0,0,99.194,26.9003,49.7854
0,0,99.9847,0.0321899,99.9765
0,0,127.714,9.30999,130.047
0,0,106.531,28.9965,126.405
0,0,112.975,1.01286,112.272
0,0,129.391,20.7246,143.229
0,0,146.759,10.8925,140.094
0,0,99.247,4.91451,95.8689
0,0,114.32,12.0863,127.527
0,0,108.033,0.450214,107.547
0,0,112.824,9.93493,117.463
0,0,98.2479,23.5144,77.3114
0,0,88.0885,5.93985,96.8945
0,0,118.884,14.4936,122.298
0,0,98.1805,2.10478,99.9074
0,0,104.528,17.0369,92.848
0,0,115.96,14.7554,119.207
0,0,129.317,13.9464,126.387
0,0,105.275,0.84991,104.693
0,0,105.677,4.463,108.253
0,0,98.366,38.0281,62.5184
0,0,80.6466,18.6086,63.1425
0,0,120.311,5.05095,117.387
0,0,102.53,32.8785,55.186
0,0,109.499,6.09866,96.7401
0,0,110.954,20.0079,105.789
0,0,92.48,10.6285,74.6596
0,0,94.4094,13.8574,103.452
0,0,122.426,6.52834,122.253
0,0,133.634,12.6427,120.709
0,0,108.592,43.9093,58.9375
0,0,99.0877,3.25876,102.772
0,0,130.559,6.8026,120.865
0,0,122.367,48.1269,202.261
0,0,131.025,4.16268,134.783
0,0,105.547,4.9002,94.4755
0,0,118.332,42.8866,119.075
0,0,106.063,2.47177,109.555
0,0,105.169,16.7356,108.654
0,0,116.75,0.140728,116.856
0,0,92.6255,3.88641,95.2903
0,0,100.827,5.8078,89.28
0,0,113.794,1.24856,115.34
0,0,79.7354,10.1763,80.4178
0,0,105.105,11.7117,91.3005
0,0,99.3326,0.955875,97.7276
0,0,108.66,12.3058,118.405
0,0,105.583,17.2102,105.434
0,0,113.698,7.011,111.504
0,0,107.108,27.2388,107.124
0,0,95.8592,12.1628,86.8042
0,0,103.871,11.0935,94.186
0,0,128.698,21.7088,164.52
0,0,88.8361,1.91917,91.1024
0,0,107.585,14.768,102.578
0,0,134.205,30.6421,142.182
0,0,100.802,31.556,76.8624
0,0,114.934,14.3931,125.297
0,0,92.4577,18.4461,129.49
0,0,116.458,6.68064,117.303
0,0,108.643,9.38815,100.497
0,0,110.418,6.15102,118.301
0,0,115.77,5.0579,125.731
0,0,103.651,60.2907,91.0877
0,0,109.165,2.71977,112.553
0,0,117.659,16.8112,149.991
0,0,99.5984,0.697244,99.5333
0,0,121.919,24.3442,148.684
0,0,109.972,1.7574,110.867
0,0,107.944,13.8675,142.329
0,0,123.138,10.7136,111.819
0,0,103.483,27.9848,122.951
0,0,111.41,15.9981,115.617
0,0,120.042,26.0922,147.705
0,0,117.898,12.7297,102.032
0,0,97.915,4.90178,94.0929
0,0,117.865,0.300042,117.703
0,0,110.059,4.58877,111.224
0,0,150.991,5.97111,143.41
0,0,124.959,11.6518,120.811
0,0,84.6631,16.0777,58.3998
0,0,77.7717,11.9156,74.312
0,0,128.853,6.33729,134.34
0,0,119.861,7.53942,123.522
0,0,133.515,13.7447,135.244
0,0,110.609,17.4804,133.106
0,0,114.311,3.00788,118.77
0,0,118.047,19.4435,123.668
0,0,106.277,5.62769,113.389
0,0,107.366,68.3943,107.383
0,0,90.154,0.782475,90.4402
0,0,68.9676,45.0742,21.9874
0,0,87.6155,1.9639,85.4108
0,0,130.386,20.399,125.72
0,0,112.987,40.8607,78.9505
0,0,92.1516,45.2573,86.6853
0,0,93.6406,21.3626,69.667
0,0,94.8698,16.4517,114.165
0,0,95.4389,16.4023,84.0368
0,0,98.9954,16.8937,90.8152
0,0,103.742,14.369,99.6437
0,0,120.838,47.27,187.051
0,0,85.3509,0.174076,85.5476
0,0,134.685,10.1898,129.517
0,0,78.374,3.06083,80.5642
0,0,128.469,13.8592,150.354
