# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 2
# model = cereal_2a_ppc_model
# start_datetime = 2022-06-12 09:55:51 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 0
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = fixed_param
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = C:\Users\user\AppData\Local\Temp\tmppskox6w4\1r4orniz.json
# init = 2 (Default)
# random
#   seed = 12062022
# output
#   file = C:\GitHub\DataAnalyticsProject\samples\cereal_2a_ppc-20220612115551.csv
#   diagnostic_file =  (Default)
#   refresh = 1000
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.2
# stancflags = 
lp__,accept_stat__,alpha,beta,sigma,calorie.1,calorie.2,calorie.3,calorie.4,calorie.5,calorie.6,calorie.7,calorie.8,calorie.9,calorie.10,calorie.11,calorie.12,calorie.13,calorie.14,calorie.15,calorie.16,calorie.17,calorie.18,calorie.19,calorie.20,calorie.21,calorie.22,calorie.23,calorie.24,calorie.25,calorie.26,calorie.27,calorie.28,calorie.29,calorie.30,calorie.31,calorie.32,calorie.33,calorie.34,calorie.35,calorie.36,calorie.37,calorie.38,calorie.39,calorie.40,calorie.41,calorie.42,calorie.43,calorie.44,calorie.45,calorie.46,calorie.47,calorie.48,calorie.49,calorie.50,calorie.51,calorie.52,calorie.53,calorie.54,calorie.55,calorie.56,calorie.57,calorie.58,calorie.59,calorie.60,calorie.61,calorie.62,calorie.63,calorie.64,calorie.65,calorie.66,calorie.67,calorie.68,calorie.69,calorie.70,calorie.71,calorie.72,calorie.73,calorie.74,calorie.75,calorie.76,calorie.77
0,0,119.438,-24.8755,157.312,152.088,435.093,250.029,346.684,215.183,499.969,98.4809,268.424,164.04,270.956,349.946,246.068,330.383,160.805,365.787,42.6953,157.118,109.575,371.881,156.562,179.558,-265.207,271.877,546.99,324.614,270.507,264.42,603.518,-51.33,285.227,151.911,298.05,281.731,31.2533,-287.889,96.0213,-56.8994,181.42,365.131,-136.123,211.283,118.382,135.851,381.946,-21.5937,207.522,67.4804,-124.407,70.5483,157.885,172.734,256.524,130.918,-259.735,203.384,-174.801,106.203,-37.9042,-57.5736,24.8274,-103.504,-161.446,-160.871,184.013,37.2655,134.539,133.695,41.0945,-164.964,-15.1149,338.559,-72.2235,109.045,241.102,46.9497,1.89904,-192.394
0,0,89.6153,5.64322,106.632,75.8675,204.18,28.6335,7.8591,136.784,142.798,125.476,-28.5932,116.092,68.2542,98.7316,216.203,-120.688,113.1,-48.4778,145.848,-8.29942,136.733,109.821,-62.7281,-77.2532,203.732,50.3289,-31.7995,-163.771,130.331,162.495,85.1491,202.039,-2.95331,-267.941,49.909,94.8923,-39.5164,152.462,33.2171,154.128,138.43,117.986,297.602,165.001,267.357,-24.2253,-87.4909,46.8369,101.1,92.2114,136.982,18.6505,228.809,153.399,66.3196,47.7294,-33.2965,149.06,-47.5675,69.365,183.046,128.748,123.134,-7.92894,302.431,25.7949,179.586,167.025,196.599,-53.5629,177.005,-15.7515,73.1791,42.7982,227.157,170.615,-31.8313,-32.7721,79.1807,-11.8244
0,0,131.09,-15.1859,31.6641,209.109,267.5,256.707,248.627,251.524,236.501,233.77,216.532,198.614,213.712,234.296,226.422,165.771,209.573,239.187,219.794,212.987,177.513,213.261,205.354,184.977,216.76,187.525,171.416,205.653,137.298,163.825,135.134,133.186,154.285,98.4881,167.069,167.092,103.488,102.87,134.87,218.754,141.964,120.092,87.5155,164.469,156.822,193.646,110.172,85.3191,87.5967,184.307,87.9114,151.814,116.303,74.2399,88.7882,69.3685,92.0972,74.6088,62.009,81.9837,47.1176,66.4599,-5.67517,76.962,66.1519,30.194,87.442,80.6225,10.5746,22.6631,74.6132,61.6666,25.4523,-7.80384,30.2188,-16.6819,26.2642,-29.582,30.83,-7.87403
0,0,122.584,7.18833,76.4346,7.74468,67.7181,10.0193,99.0728,21.2176,48.4704,75.2908,199.232,-34.3465,56.2679,46.9352,89.2455,188.184,208.926,117.595,-0.483933,138.408,14.1062,75.0722,38.2354,89.5599,233.735,101.387,193.94,-72.9146,141.54,186.45,13.5958,81.909,11.3824,207.27,93.3003,8.7115,145.659,184.863,161.352,-25.2082,49.5965,107.658,152.525,117.148,132.499,152.806,103.834,175.875,110.141,164.626,62.1156,69.9131,122.513,94.6305,111.431,224.397,209.383,230.386,97.8316,189.256,98.67,53.3056,181.613,185.334,220.48,150.487,103.959,36.2116,77.6331,207.861,211.945,139.627,110.119,212.57,122.057,139.541,219.576,189.619,144.914,112.514
0,0,91.1737,-2.19968,125.708,137.747,-29.3228,-60.1545,203.936,102.015,45.938,54.9226,58.2753,7.27018,322.549,203.478,165.259,83.5762,166.885,237.462,15.8677,124.114,161.883,-88.7349,97.5545,73.6652,36.5556,141.295,65.0362,211.292,-201.941,37.9748,-97.3952,212.532,258.428,110.529,-112.909,202.649,439.541,142.974,127.708,-11.8969,156.817,148.573,213.57,-118.745,249.459,-11.6285,191.546,194.761,102.46,18.5498,59.5679,125.376,181.231,284.288,150.714,157.573,-109.588,59.8663,127.621,0.567074,-135.101,254.672,-14.5862,85.9582,74.1795,169.66,61.6475,93.9925,206.956,171.346,254.376,-33.998,189.531,-252.821,232.12,34.2864,102.157,43.546,21.834,276.65
0,0,127.979,6.11488,45.6787,87.9817,94.7724,134.223,43.9154,52.6994,92.277,104.256,67.7854,100.472,61.6154,111.06,119.907,126.45,140.005,35.9088,75.1579,93.1059,116.115,159.644,157.673,82.9051,23.305,88.3172,176.899,139.551,159.303,93.1332,137.495,80.4921,26.0955,33.5198,149.029,147.502,135.828,28.1915,188.357,172.484,109.969,135.964,80.8103,164.661,197.129,153.456,122.393,196.814,197.998,161.035,178.234,38.0103,155.956,134.263,89.8493,144.555,128.292,153.756,78.0997,120.209,166.384,156.675,139.518,112.404,101.308,125.609,168.171,189.854,124.189,179.663,210.068,135.907,133.523,109.771,137.142,167.472,128.779,192.297,158.401,166.664
0,0,110.565,-2.29999,22.7663,111.053,102.431,140.041,131.694,153.509,65.3701,121.519,69.1335,139.322,128.554,123.675,142.436,120.648,143.436,95.5868,115.347,114.044,108.421,98.4234,120.654,113.81,129.334,142.44,122.383,106.122,116.115,113.717,145.449,125.65,74.2868,89.0892,97.9818,126.348,97.0896,125.589,123.785,133.365,108.654,126.281,104.828,102.484,109.942,70.0118,105.854,110.865,105.377,91.8915,117.482,107.974,106.642,96.1053,86.5026,96.9442,76.4933,77.2145,103.391,152.819,119.041,55.9667,70.5333,90.0598,90.2834,89.9864,104.99,111.706,110.328,141.222,78.4382,55.313,80.2402,116.18,68.7596,64.4696,100.579,74.8512,95.602,96.1174
0,0,133.124,6.95367,244.734,697.813,-167.834,-17.0387,473.106,384.642,218.963,-126.705,171.822,2.51854,156.282,-206.125,126.772,-34.1073,-31.6437,236.859,143.283,-48.5049,531.593,-235.193,161.207,-245.884,208.153,565.358,141.178,-56.5745,56.0448,112.492,23.0432,474.866,-153.877,375.398,-113.898,-252.388,-369.177,118.723,-225.4,-308.391,258.389,-50.5627,-34.6948,-266.595,-71.8146,205.062,-207.327,79.6997,362.611,242.843,217.472,340.269,503.866,-235.444,-14.7387,124.735,284.211,582.135,-198.192,2.39267,361.906,207.015,97.1106,-104.188,-151.411,174.506,276.755,36.0673,234.241,90.7736,165.572,189.882,211.087,16.1734,-401.895,-7.43211,101.518,153.29,58.2883,166.795
0,0,96.562,-0.763493,56.2419,130.314,103.371,150.869,106.505,56.8465,184.084,201.08,26.5367,28.7963,66.3786,187.116,118.516,182.597,49.4854,116.917,147.681,71.1606,164.106,70.6555,86.8884,45.6334,82.2995,161.885,90.9205,202.607,84.8271,83.0371,178.488,93.7427,84.943,134.91,68.638,131.908,82.5934,139.881,31.1855,236.657,224.551,77.1492,125.947,119.591,34.6471,-18.6788,91.1025,96.2877,217.995,63.0875,174.507,96.5648,39.2904,35.8528,32.982,153.868,-33.2735,52.7137,126.633,166.851,143.285,36.9967,72.0437,134.552,73.9313,141.555,131.753,147.411,40.096,141.864,90.1395,170.049,129.353,32.0565,89.1992,24.0103,176.849,144.13,112.156,123.676
0,0,85.3873,14.3689,7.54123,-30.4538,-28.0628,-26.7584,-17.0526,-17.9369,-14.7205,-4.20817,-15.7033,-6.4642,-10.1015,0.0263812,2.56272,-1.85841,10.8274,8.73486,13.4928,20.3302,17.5296,35.9575,38.4751,31.3111,36.0828,35.5683,35.0486,41.2648,50.6043,46.1746,43.6724,48.5595,52.2669,62.1798,58.3836,65.1764,82.6141,83.0335,74.7885,83.8305,68.1869,59.9464,80.837,94.0727,86.7726,87.7861,108.282,117.458,107.849,105.422,122.875,111.575,123.715,129.545,124.688,123.208,126.222,134.492,135.074,140.559,139.312,154.585,157.032,146.091,163.689,157.978,160.861,175.828,159.438,169.602,174.461,177.704,195.349,183.551,197.081,186.027,192.711,203.891,193.265,187.316
0,0,125.926,21.5275,197.239,127.354,-15.3054,13.952,-535.009,61.1174,125.991,199.582,-212.815,-274.086,267.51,85.6131,15.9042,137.699,-146.104,-99.2936,80.4512,47.69,-46.3037,-100.481,266.638,-170.526,253.359,271.582,252.215,-49.6242,-26.5744,-196.314,249.782,154.554,140.701,-321.44,265.345,-36.1573,90.6099,160.256,313.408,8.31964,250.071,-139.81,322.785,-21.0246,-7.06385,409.802,215.786,459.302,-90.498,251.52,499.511,84.2011,81.4879,39.438,417.286,360.593,160.577,-20.7011,164.292,86.3237,184.146,44.8636,271.677,340.116,413.949,67.2269,406.519,222.953,368.304,351.097,340.831,312.434,164.115,558.522,253.95,-70.8516,258.454,-9.24372,318.093,206.919
0,0,100.254,-0.290955,67.7349,104.734,90.9308,118.428,-34.2,-26.8452,225.065,-1.95559,139.092,161.683,125.301,96.1517,151.806,163.258,62.0402,199.234,-41.3288,81.1515,112.223,78.9529,99.9071,109.305,72.5009,38.0944,152.2,84.17,18.8656,-24.4238,39.3056,159.652,77.0632,160.893,85.7876,120.307,121.161,-33.7929,171.677,71.9781,89.6971,114.53,-65.731,86.7177,159.911,-0.570649,251.277,110.04,79.6484,99.0487,86.7898,107.366,40.9163,42.1969,197.415,84.7725,58.9971,162.147,73.4732,130.976,125.017,186.924,-91.3281,180.912,80.9751,202.96,145.481,101.229,98.8447,152.756,118.057,46.7236,195.281,147.439,69.1864,-2.83653,147.257,-12.4032,62.677,109.946
0,0,103.458,-1.8861,17.4841,136.526,103.099,133.581,97.2927,111.983,129.39,105.121,84.1417,119.467,104.133,107.836,97.4557,101.786,106.964,169.216,147.237,124.802,129.94,115.938,112.878,104.452,116.724,78.6532,130.172,135.274,109.236,114.764,129.187,120.811,107.769,137.213,85.944,103.509,116.776,115.225,108.915,108.379,87.4551,103.576,139.547,104.71,92.183,106.321,81.3185,94.2105,115.215,48.2961,117.388,90.7971,92.9735,93.9433,107.329,98.2952,133.864,100.414,83.3613,100.158,117.65,138.293,98.6764,107.134,63.0405,71.0018,121.391,84.9369,100.462,113.111,72.6631,104.271,73.3035,104.388,98.6247,99.7106,97.2692,73.5735,79.1011,64.3296
0,0,63.8149,-11.662,31.4755,132.695,207.312,88.9097,118.709,148.575,180.595,106.391,176.434,113.835,49.25,93.3358,161.212,117.217,148.337,189.891,120.601,119.229,173.531,108.639,42.2005,105.328,53.4086,60.2576,130.256,79.6082,135.348,90.7845,123.598,106.367,72.6285,138.146,57.8423,90.932,78.3226,85.7104,100.335,84.1161,57.6282,-29.6928,65.7999,23.3923,58.8749,55.2924,51.5446,33.1278,71.9646,75.5525,44.8064,46.9576,29.86,32.6688,43.658,15.6243,-0.134992,22.4642,56.4692,-20.1971,58.2876,54.432,0.515041,-13.7821,-42.5756,-53.8293,-19.4885,-0.858212,-11.3532,31.3322,10.7993,-2.86181,-20.4822,35.6694,3.45892,-14.3274,-24.9728,-47.3023,12.7538,6.96634
0,0,120.355,24.5061,72.9797,-118.439,-120.942,-87.5777,-108.47,-32.129,1.6173,36.9167,-47.2406,-30.8068,-106.162,-8.45174,19.8366,22.202,-63.8928,97.9083,-61.3754,-97.844,-8.24194,127.276,67.463,-48.1356,51.7501,-17.7881,37.2868,109.914,28.5736,128.179,15.4793,99.6708,14.9791,97.0507,180.132,166.069,81.1359,78.641,97.6545,61.9141,96.0746,137.177,169.545,75.98,-1.31167,74.1061,5.24693,227.302,89.7307,213.702,203.951,131.61,142.67,306.192,84.2461,192.053,217.128,52.1377,214.614,121.933,201.449,140.208,173.749,113.404,165.072,199.06,298.869,316.861,302.762,264.787,386.865,206.576,207.591,280.508,159.152,215.148,249.744,325.327,395.654,418.34
0,0,119.068,-14.2514,77.54,61.3663,357.69,334.655,200.348,289.973,193.947,195.061,35.7775,251.04,68.4192,203.309,178.612,178.56,302.512,164.993,117.131,200.113,215.855,178.847,233.858,82.1485,141.595,219.13,115.546,200.455,2.79225,173.576,142.406,243.918,-11.4872,89.2663,144.159,110.655,188.201,38.5641,71.8152,132.971,-9.2368,111.031,181.47,173.362,86.1252,39.554,102.283,119.07,62.2579,69.6939,76.0066,208.181,84.9994,8.85575,156.067,18.2262,41.2718,31.694,-0.743383,160.608,-31.8913,185.903,-54.4514,65.9475,140.515,33.4694,-15.9846,13.656,162.073,137.709,51.1364,-19.6004,146.856,-36.8754,44.4516,-49.8327,68.7804,-80.7348,96.6682,159.614
0,0,115.61,4.38101,9.68117,80.0274,88.8441,74.348,83.9404,87.9214,97.9223,90.1615,82.3219,107.347,85.1066,73.4306,89.0316,91.4324,94.843,105.875,99.6812,104.869,115.202,90.7918,99.2915,98.4462,107.965,86.7014,112.761,103.021,102.743,109.818,104.479,113.782,131.656,117.052,116.575,100.189,107.134,124.773,119.919,115.017,125.675,118.497,123.355,104.625,128.983,124.738,113.255,109.419,114.608,118.648,116.704,130.251,125.592,121.783,127.98,133.113,132.244,157.165,134.649,120.261,143.13,130.07,131.874,119.89,144.413,122.273,118.209,131.961,138.043,153.944,140.345,152.004,150.908,148.47,151.088,162.487,155.447,150.372,150.47,162.472
0,0,132.74,2.87385,20.1528,139.847,121.39,137.568,117.613,107.391,123.498,139.072,110.67,159.362,115.423,89.3598,114.64,124.605,62.7105,161.763,98.0435,89.5794,116.088,98.2399,148.857,102.495,118.07,127.296,161.915,107.707,101.119,82.6039,123.874,104.935,148.968,105.508,108.401,108.565,153.574,110.981,110.57,117.745,117.574,147.511,123.811,125.767,153.893,129.636,150.55,179.826,165.428,104.687,138.712,161.787,172.784,155.428,130.607,98.944,138.246,157.065,168.062,164.701,176.283,176.249,134.459,157.285,177.515,145.122,140.649,147.194,101.159,179.279,167.358,125.14,158.186,153.366,144.921,151.942,154.389,157.8,158.051,165.597
0,0,126.696,-0.0468054,22.5844,121.689,115.177,125.144,138.628,112.765,107.609,110.391,134.679,131.714,132.334,99.4848,167.316,156.801,121.145,153.518,153.012,148.719,130.368,141.12,141.266,104.72,153.557,116.351,147.573,119.517,136.543,117.115,110.089,123.246,85.9095,134.797,81.7761,149.151,150.877,119.442,111.373,127.619,102.431,137.538,122.441,82.7461,119.357,117.568,116.153,159.63,164.831,121.728,172.941,135.539,150.195,121.228,108.617,110.97,102.669,123.117,97.7384,141.008,104.692,111.43,144.025,143.257,140.505,125.385,126.134,93.2772,130.891,124.509,111.542,104.515,117.803,162.405,108.613,124.372,113.068,140.079,98.8624,126.414
0,0,99.0191,4.63977,92.5638,236.429,176.494,3.64291,35.3257,26.129,97.8564,-61.069,8.80743,162.479,269.406,17.8105,3.65768,165.114,243.753,293.403,-13.51,29.9136,56.865,287.757,120.332,-69.9794,80.5399,122.873,81.6693,-15.8117,159.878,41.6003,165.845,202.052,69.1416,-63.8702,116.102,208.329,90.6344,-97.8485,238.011,217.266,-81.9147,119.4,29.9082,53.0808,21.2401,-18.0155,24.6981,80.6637,-2.60426,183.095,-22.2077,303.988,237.937,94.7046,89.9492,170.521,197.786,169.85,212.358,63.6385,128.784,47.2618,101.641,141.441,178.56,225.114,10.0172,79.5068,226.258,57.9991,-184.972,216.88,-60.7187,262.098,249.867,217.933,413.907,371.737,56.8774,99.2106
0,0,117.6,-11.1526,107.779,159.509,295.405,8.2798,124.47,170.768,181.887,214.645,156.215,0.84203,238.084,-27.6015,226.701,122.23,335.235,135.938,228.54,264.222,341.823,258.518,-82.7529,206.214,168.552,-12.4668,45.4795,125.833,6.22059,263.775,253.038,5.3131,190.74,323.344,131.756,193.424,155.224,169.779,105.141,85.0241,114.895,54.5241,172.461,166.359,154.533,-69.8793,-2.60232,170.263,231.77,-97.1461,142.789,101.053,171.938,100.765,89.4938,235.345,83.6929,200.966,168.129,34.554,136.424,-164.574,264.39,121.974,55.1626,-24.7582,114.495,40.2147,-129.531,193.706,153.418,54.6351,-5.59119,215.265,-148.158,16.8078,221.094,130.394,-52.9058,-76.773
0,0,112.499,2.38417,8.94821,90.5375,92.6762,101.815,99.8456,82.2083,105.841,105.901,97.1025,90.0191,87.9955,105.899,97.5513,99.0979,95.9762,99.2266,91.267,98.3659,96.8148,115.824,113.866,106.447,108.193,110.381,87.8652,111.876,111.031,110.835,104.528,104.688,103.513,120.531,104.149,108.611,115.441,109.862,106.319,122.2,123.466,104.144,111.972,114.087,109.793,110.999,125.195,112.809,109.233,108.961,111.626,115.09,112.404,133.708,127.025,119.885,116.388,127.312,118.649,113.819,123.896,131.049,124.625,113.226,129.107,120.746,129.93,123.847,120.924,115.734,130.085,142.252,122.915,131.545,117.671,131.261,127.397,153.363,133.76,141.406
